Unnamed: 0,premise,choice1,choice2,label,question
33260193,relax while you reach your destination.,get on the train.,gathering ticket and required identification.,0,cause
37003621,"when train arrives, board train.",listen to music or read etc while riding.look at window if you haven't seen the surroundings.,check train schedules.,0,effect
33235323,look out window.order meal.eat.,"when the train comes , get up and enter the train.",look at all the times and pick a destination.,0,cause
36181004,go to platform.,enter the train station.,ride train.,0,cause
820001,find seat.sit and relax.,adjust luggage in the luggage space.,board train and choose a seat.,1,cause
194809,keep bag under the seat.,wait in line to board.,pack clothes and other items for the journey.,1,cause
378297,go to the railway station.,buy a train ticket.,find rail for your train.,1,effect
2101213,get off destination.,find a seat.,you board your train and find your seat.,1,cause
33354418,wait until your station.,enter the appropriate train car.,drive to train station.,0,cause
33290246,enjoy the journey.,enter train.,purchase your train ticket.,0,cause
37695884,board train and choose a seat.,driving to the train station.,get off at correct destination.,1,effect
992951,give conductor ticket.,pay for the ticket at the ticket counter.,"when train arrives, board the train.",1,cause
36914087,board correct train.,show the ticket checker your ticket.,sit down.,0,effect
33124156,show ticket pass to conductor.,board train and be seated.,wait for train.,0,cause
549633,go to counter.,purchase train ticket.,"listen to music ,or read a book while ride.",0,effect
585136,"when train arrives, board a car.",go to the station.,train arrives at the platform.,1,cause
1678658,arrive at destination.,check train time.,get on the train.,1,cause
36705860,get on train.,show ticket pass.,buying a ticket.,0,effect
811884,taking a seat.,arrive at the station.,get on the correct train.,1,cause
36440278,board train when it arrives.,buy a ticket from counter.,take a seat.,1,effect
2130231,board train when it arrives.,exit train.,put carry on luggage in overhead bin.,0,effect
1273081,wait patiently while the train travels towards destination.,show receptionist train ticket.,"when the train comes , get up and enter the train.",1,cause
2124334,get in train.,de-train upon reaching the destination.,go out of the station.,0,effect
545114,walk to ticket counter.,gathering ticket and required identification.,keep luggage under the seat.,0,effect
33385010,ride train and enjoy journey.,board train and be seated.,go to train station.,0,cause
36051057,find rail for your train.,go to train station a few minutes before scheduled departure.,show ticket pass.,0,cause
1959197,get off destination.,arrive at the station.,walk onto the train.,1,cause
37524871,"when the train comes , get up and enter the train.",get off train.,show conductor ticket.,0,effect
262506,go to train station.,enter train station.,wait for train.,0,effect
225017,go to railway station.,enter the train station.,get off destination.,0,effect
33831395,get off destination.,upon arrival get into the compartment.,first you have to plan where you want to go.,0,cause
36783756,"when train arrives, board the train.",show ticket to conductor.,go to train station.,0,effect
34078401,depart when you arrive.,get on the correct train.,go to the car.,0,cause
1516687,relax while you reach your destination.,enter into the railway station.,get on train.,1,cause
2379482,drive to station.walk into station.,go to the platform where the train arrives.,purchase train tickets.,0,effect
36709607,get on the train and enjoy.,hand your ticket to the conductor.,buy ticket.,0,effect
37198065,getting into train when arrives.,"listen to music ,or read a book while ride.",go to the assigned track.,0,effect
573142,board train when it arrives.,"then, you have to buy your ticket.then, you have to buy your ticket.",train arrives at the platform.,1,cause
33945674,de-train upon reaching the destination.,upon arrival get into the compartment.,adjust luggage in the luggage space available.,0,cause
1859958,alight at the destination station.,ride train.,get on the train.,1,cause
1564907,enjoy the train trip.,wait at train stop.,get on the train and enjoy.,1,cause
33279420,look out window.order meal.eat.,purchase ticket(s) for train.,get on the train.,1,cause
1273522,wait patiently while the train travels towards destination.,show conductor ticket.,"when the train comes , get up and enter the train.",1,cause
1057742,give ticket to the attendant.,get to station.,upon arrival get into the compartment.,1,cause
1335400,enjoy the journey.,buy ticket at ticket window.,get on the correct train.,1,cause
1355184,ride train and enjoy journey.,pay for the ticket.,board train.,1,cause
1171204,show conductor ticket.,wait for the train.,board correct train.,1,cause
34028014,get off train at your stop.,get in train.,wait for my train.,0,cause
2463528,secure transportation to the train station.use transportation to train station.,sit down and ride.,go on platform.,1,effect
8862675,drive to the train station.,wait for train.,enter train station.,1,effect
260658,go to the station.,enter train station from front gate.,walk to ticket counter.,0,effect
1626451,wait till your stop.,sit down and ride.,get on the train and enjoy.,1,cause
2101801,get off destination.,find a seat or stand.,you board your train and find your seat.,1,cause
33359289,look out window.order meal.eat.,"when train arrives, board train.",drive to the train station.,0,cause
2144140,leave train.,"you ride the train to your destination.if you're going on a long trip, you may receive a meal.",get to destination.,1,cause
1620347,enjoy the journey.,sit down.,"when train arrives, board the train.",1,cause
33497391,enjoy ride.,"when train arrives, board train.",wait for my train.,0,cause
464478,enter train station from front gate.,go to the platform where the train is expected.,relax or watch favorite movie while train journey.,0,effect
36987195,"when train arrives, board train.","listen to music ,or read a book while ride.",show ticket to attendant.,0,effect
33470205,wait till your stop.,board train.,get in line to buy ticket.,0,cause
1803633,exit train at correct stop.,give ticket to the attendant.,enter train.,1,cause
36057953,go to the correct train platform.,arrive at destination stop.,get to station.,1,cause
32632259,find seat.,"when train arrives, ride up the train compartment as per ticket.",purchase train tickets.,0,cause
33810872,"when your destination is called, get off train.",wait until your station.,board the train.,1,cause
36193494,get in line to buy ticket.,go to counter.,"when train arrives, ride up the train compartment as per ticket.",0,cause
2412144,secure transportation to the train station.use transportation to train station.,go to correct platform.,"when train arrives, board a car.",0,effect
9160,go to the car.,park car.,wait until you reach your destination.,0,effect
33041242,hand ticket to ticket taker.,walk onto the train.,go to the train station.,0,cause
520107,go to counter.,buy pass.,wait in line to board train.,0,effect
20276374,get to ticket booth.,find the reserved seat and sit down.,buy ticket to the travel destination.,1,effect
379093,drive to the train station.,pay for the ticket at the ticket counter.,walk to the train platform.,1,effect
1613778,ride train.,search for the booked seat and sit down.,"when the train comes , get up and enter the train.",1,cause
461362,enter train station from front gate.,go to the platform where the train is expected.,exit train at correct stop.,0,effect
37086793,"when train arrives, board train.",ride train and enjoy journey.,pay for your ticket.,0,effect
496454,retrieve ticket from machine.,park car at parking.,go to ticket office.,1,cause
37062985,"when train arrives, ride up the train compartment as per ticket.",enjoy the outside sceneries while on the move.,buy a train ticket.,0,effect
362281,driving to the train station.,book train tickets.,walk to the train platform.,1,effect
32510197,sit back and relax on your seat.,train arrives at the platform.,buy a ticket at the window.,0,cause
33457482,enjoy the view out of train.,board train and choose a seat.,packing/gathering luggage.,0,cause
1121440,show ticket pass to conductor.,you have to pack your bags and other take other useful stuff.,"when train arrives, board a car.",1,cause
870369,find a seat and sit down.,find out what platform the train will be on.,get in train.,1,cause
33657120,arrive at destination.,"when train arrives, board a car.",pay for your ticket.,0,cause
36019560,secure transportation to the train station.use transportation to train station.,leave to designated area.,pack necessary luggage.,0,effect
1110615,show ticket to attendant.,go on platform.,walk onto the train.,1,cause
33402757,wait patiently while the train travels towards destination.,getting into train when arrives.,drive to train station.,0,cause
359214,go to railway station.,purchase tickets.,go to the platform where the train is expected.,1,effect
36733609,"when train arrives, board the train.",wait for attendant to walk by and pay for your ticket.,buy train ticket.,0,effect
36167645,find rail for your train.,find a seat and sit down.,go to train station a few minutes before scheduled departure.,1,cause
37218152,"when train arrives, board train.",pack bags.,wait until your station.,1,effect
32821157,find your seat or compartment.,"when the train comes , get up and enter the train.",pack clothes and other items for the journey.,0,cause
36103573,walk to correct platform.,going to the train station.,get on my train.,0,cause
36383002,board train and be seated.,choose a seat.,choose a destination.,0,effect
33788499,leave train.,get on the train and enjoy.,enjoy ride.,0,cause
6558862,take all the luggage out of train.,pack bags.,enjoy the journey.,0,cause
20286962,get to ticket booth.,"you ride the train to your destination.if you're going on a long trip, you may receive a meal.",buy train ticket.,1,effect
1336040,enjoy the train trip.,buy a ticket at the window.,board correct train.,1,cause
33641146,arrive at the target destination . .,enter the appropriate train car.,relax and enjoy the train ride.,0,cause
37583879,get in train.,disembark train.,ride and enjoy the countryside.,0,effect
37198470,getting into train when arrives.,wait patiently while the train travels towards destination.,go to correct platform.,0,effect
1224337,enter the appropriate train car.,hand your ticket to the conductor.,go out of the station.,0,effect
32890120,take a seat.,you board your train and find your seat.,waiting on train platform for train.,0,cause
1574435,wait till your destination stop arrives.,wait for my train.,get on the train.,1,cause
33453434,relax or watch favorite movie while train journey.,you board your train and find your seat.,pack necessary luggage.,0,cause
1265439,relax and enjoy the train ride.,show conductor your ticket.,enter the appropriate train car.,1,cause
32821733,take a seat.,board the train.,pack necessary luggage.,0,cause
37079778,walk onto the train.,relax and wait on your seat till your stop comes.,purchase ticket(s) for train.,0,effect
472004,enter train station from front gate.,go to the platform where the train is expected.,wait for train.,0,effect
1095679,hand the attendant your ticket.,put carry on luggage in overhead bin.,get on train.,1,cause
36425070,enter the appropriate train car.,gathering ticket and required identification.,sit.,1,effect
33123881,show ticket pass to conductor.,get on the train.,wait for your train to arrive.,0,cause
36616196,enter train.,find a vacant window seat.,wait in line to board train.,0,effect
37344679,"when train arrives, ride up the train compartment as per ticket.",go to my destination.,take a seat.,0,effect
36817655,get on my train.,show conductor ticket.,ensure transportation is secured in lot.,0,effect
37579632,"when train arrives, board a car.",exit train at correct stop.,wait till your destination stop arrives.,0,effect
1033759,hand the attendant your ticket.,pay for the ticket at the ticket counter.,board correct train.,1,cause
676337,find seat.,buy train ticket.,get on train.,1,cause
2468864,drive to the train station.,find rail for your train.,find seat.,0,effect
1140552,give ticket to the attendant.,go to counter.,upon arrival get into the compartment.,1,cause
36827683,enter the appropriate train car.,give conductor ticket.,go to correct platform.,0,effect
467449,enter into the railway station.,pay for ticket.,go to the correct train platform.,1,effect
1781387,"you arrive to your destination, and take your luggage.",find your seat or compartment.,enter train.,1,cause
33488838,ride to your stop.,upon arrival get into the compartment.,wait in line to board train.,0,cause
1288870,wait until you reach your destination.,first you have to plan where you want to go.,board train when it arrives.,1,cause
37070234,board train and be seated.,enjoy ride.,retrieve ticket from machine.,0,effect
37570954,"when train arrives, board the train.",get off at your correct stop.,relax or read favorite magazine during journey.,0,effect
1490277,"listen to music ,or read a book while ride.",pack luggage for the journey.,board train.,1,cause
33520806,enjoy the journey.,get in train.,wait on platform for train.,0,cause
444515,get to station.,sit.,go to the correct train platform.,1,effect
629045,train arrives at the platform.,ride and enjoy the countryside.,go out of the station.,0,effect
8905492,go to the platform where the train arrives.,get to station.,look at all the times and pick a destination.,0,cause
32606231,find a seat.sit down.,enter the appropriate train car.,locate a train schedule.,0,cause
32983684,swipe ticket.,"when the train comes , get up and enter the train.",tell the clerk where you want to travel to.pay the clerk for ticket.,0,cause
498950,walk to ticket counter.,buy ticket at ticket window.,go to the assigned track.,0,effect
36329591,train arrives at the platform.,look out window.order meal.eat.,show the ticket checker your ticket.,0,effect
33100843,show ticket to conductor.,board train.,wait in line to board train.,0,cause
33367763,enjoy the journey.,board the train.,secure transportation to the train station.use transportation to train station.,0,cause
33946133,get off at your stop.,board the train.,keep luggage under the seat.,0,cause
1284449,relax or read favorite magazine during journey.,call and check departure time.,"when the train comes , get up and enter the train.",1,cause
2387171,go to the station.,go to the correct train platform.,get tickets from ticket counter.,0,effect
943074,find an empty seat.,wait for boarding time for train.,"when train arrives, ride up the train compartment as per ticket.",1,cause
8895992,leave to designated area.,go to train station a few minutes before scheduled departure.,buy ticket to train.,0,cause
41,first you have to plan where you want to go.,get off train at your stop.,check train schedule.,1,effect
33487960,ride and enjoy the countryside.,walk onto the train.,step up to train.,0,cause
429656,arrive at the station.,wait for the train to arrive.,go on platform.,1,effect
32945668,show ticket to conductor.,"when train arrives, ride up the train compartment as per ticket.",purchase train ticket.,0,cause
37543942,"when the train comes , get up and enter the train.",leave train.,locate a train schedule.,0,effect
36503377,get on the train.,choose a seat.,go to train station.,0,effect
344812,get to train stop.,go to my destination.,go to correct platform.,1,effect
454144,walk to the subway.,find a seat.sit down.,go to correct platform.,1,effect
33251820,ride and enjoy the countryside.,purchase train ticket.,enter train.,1,cause
8832368,go to train station.,relax in train.wait for correct stop.,enter train station from front gate.,1,effect
1495926,enjoy the journey.,packing/gathering luggage.,"when train arrives, get on train.",1,cause
471914,enter train station from front gate.,go to platform.,wait at train stop.,0,effect
1808691,get off at destination.,show ticket pass.,get on the correct train.,1,cause
37252684,walk onto the train.,wait until you reach your destination.,wait in line to board.,0,effect
33006343,hand your ticket to the conductor.,"when the train comes , get up and enter the train.",drive to station.walk into station.,0,cause
33463446,ride train and enjoy journey.,enter train.,find out what platform the train will be on.,0,cause
469554,enter into the railway station.,go to the platform where the train is expected.,"when the train comes , get up and enter the train.",0,effect
37075281,upon arrival get into the compartment.,retrieve ticket from machine.,"listen to music ,or read a book while ride.",1,effect
474473,stand in queue in front of a ticket counter and wait.,check train schedules.,go to ticket window.,1,cause
1381096,enjoy ride.,arrive train station.,get in train.,1,cause
8865718,get to station.,choose a seat.,enter the train station.,1,effect
20271875,go to ticket office.,taking a seat.,pay for train ticket.,1,effect
484181,pay for train ticket.,check train schedule.,walk to ticket counter.,1,cause
20251375,go to counter.,de-train upon reaching the destination.,book train tickets.,1,effect
8823183,go to the train station.,get off at your correct stop.,enter train station.,1,effect
1575999,ride train and enjoy journey.,wait for my train.,"when the train comes , get up and enter the train.",1,cause
1105414,give conductor ticket.,go to the platform where the train arrives.,board train when it arrives.,1,cause
975414,show ticket to conductor.,check train time.,"when train arrives, ride up the train compartment as per ticket.",1,cause
37018087,get on the train and enjoy.,wait for destination stop.,purchase ticket(s) for train.,0,effect
2344396,get to train stop.,go to the assigned track.,give ticket to conductor.,0,effect
37086450,"when train arrives, board train.",enjoy the train trip.,pay for your ticket.,0,effect
20278137,walk to ticket counter.,walk through roundabout.,retrieve ticket from machine.,1,effect
279,determine a location to go to by train.,locate a train schedule.,depart when you arrive.,0,effect
33171032,show ticket pass.,find a seat or stand.,"when the train comes , get up and enter the train.",1,cause
287948,go on platform.,buy a ticket at the window.,get to train stop.,1,cause
338514,get to station.,"you arrive to your destination, and take your luggage.",go to the platform where the train is expected.,1,effect
1105093,give conductor ticket.,go to correct platform.,board the train.,1,cause
36282355,go to the assigned track.,wait on platform.,find the correct platform.,1,cause
18721,first you have to plan where you want to go.,find a vacant window seat.,look up train information online.,1,effect
36045145,go to platform.,go to the station.,give ticket to attendant.,0,cause
1123027,swipe ticket.,pack luggage for the journey.,board the train.,1,cause
2077821,get off at your stop.,wait for the train at the platform.,board train and be seated.,1,cause
36548002,enter train.,find a seat.sit down and enjoy the ride.,park at station.,0,effect
37550991,enter train.,ride train.,leave train at destination.,1,effect
546082,go to ticket window.,pay for the ticket at the ticket counter.,relax or listen to favorite music while in train.,0,effect
37218126,"when train arrives, board train.",enjoy the ride on the train.,pack luggage for the journey.,0,effect
500228,go to ticket office.,buy pass.,arrive at destination.,0,effect
37479101,board train.,"you arrive to your destination, and take your luggage.",wait at train stop.,0,effect
37646134,"when train arrives, board train.",get off at destination.,buy a train ticket.,0,effect
37745141,getting into train when arrives.,get off at destination.,wait in line for getting ticket if not booked already.,0,effect
33497104,enjoy ride.,board train and be seated.,wait for train to arrive.,0,cause
20288199,get to ticket booth.,enjoy the outside sceneries while on the move.,tell the clerk where you want to travel to.pay the clerk for ticket.,1,effect
37048525,"when the train comes , get up and enter the train.",go to my destination.,purchase train ticket for destination.,0,effect
33429094,enjoy train ride.,board correct train.,go to the platform where the train arrives.,0,cause
37687340,"when train arrives, board a car.",get off at destination.,go to train station a few minutes before scheduled departure.,0,effect
506942,go to counter.,tell the clerk where you want to travel to.pay the clerk for ticket.,enter train.,0,effect
623041,listen to music or read etc while riding.look at window if you haven't seen the surroundings.,find out what platform the train will be on.,train arrives at time on the platform.,1,cause
33672920,arrive at destination stop.,board correct train.,gathering ticket and required identification.,0,cause
20287889,get to ticket booth.,relax and wait on your seat till your stop comes.,buy ticket to the travel destination.,1,effect
1912754,depart when you arrive.,get tickets from ticket counter.,get on train.,1,cause
37902857,"you arrive to your destination, and take your luggage.",disembark train.,wait for my train.,0,effect
37911918,get to destination.,find a vacant window seat.,de-train upon reaching the destination.,1,effect
823094,find your seat or compartment.,keep luggage in the luggage space.,enter train.,1,cause
1707299,"you arrive to your destination, and take your luggage.",purchase ticket(s) for train.,enter train.,1,cause
1500768,enjoy the view out of train.,pack clothes.pack luggage for the journey.,board the train.,1,cause
36194153,stand in queue in front of a ticket counter and wait.,show the ticket checker your ticket.,get to ticket booth.,1,cause
37247813,board train and choose a seat.,get to ticket booth.,wait until your station.,1,effect
557795,walk to the train platform.,you have to pack your bags and other take other useful stuff.,find the correct platform.,1,cause
1413959,enjoy the train trip.,go to the station.,"when train arrives, board the train.",1,cause
927394,sit.,wait for boarding time for train.,"when train arrives, ride up the train compartment as per ticket.",1,cause
580940,get on the train and enjoy.,check train time.,train arrives at the platform.,1,cause
24135231,find the correct platform.,give ticket to steward when asked.,go to the assigned track.,1,effect
37213801,get on the train.,enjoy the train trip.,pack necessary luggage.,0,effect
2191557,leave train at destination.,find seat.sit down.,arrive at the target destination . .,1,cause
33076461,give ticket to the attendant.,upon arrival get into the compartment.,pack clothes and other items for the journey.,0,cause
1010887,wait for attendant to walk by and pay for your ticket.,get a ticket for the train.,getting into train when arrives.,1,cause
33409584,enjoy the journey.,get on the correct train.,adjust luggage in the luggage space.,0,cause
4187735,board train and choose a seat.,keep luggage under the seat.,get off at correct destination.,1,effect
2354929,go to the train station.,go to the platform where the train is expected.,arrive at destination stop.,0,effect
37646010,"when train arrives, board train.",disembark train.,purchase ticket.,0,effect
1471251,"you ride the train to your destination.if you're going on a long trip, you may receive a meal.",walk to the train platform.,"when train arrives, board a car.",1,cause
35971692,enter train station from front gate.,walk to the subway.,upon arrival get into the compartment.,0,cause
37915252,get off train at your stop.,arrive at the target destination . .,leave station.,0,cause
347682,get to station.,wait until you reach your destination.,go to the platform where the train is expected.,1,effect
32837090,find a seat or stand.,board the train.,wait in line for getting ticket if not booked already.,0,cause
8819486,enter the train station.,arrive train station.,check train schedules.,0,cause
37396091,get on the train and enjoy.,check train schedule.,arrive at destination.,1,effect
36550334,board correct train.,find a seat and sit down.,park car .,0,effect
36140766,walk to the train platform.,go to the railway station.,wait on platform.,0,cause
644986,get off destination.,wait in line to board train.,train arrives at the platform.,1,cause
32524111,get to destination.,train arrives at time on the platform.,retrieve ticket from machine.,0,cause
704014,sit.,purchase tickets.,get in train.,1,cause
32698825,taking a seat.,board correct train.,get a ticket for the train.,0,cause
1877000,leave train.,pay for the ticket at the ticket counter.,board correct train.,1,cause
1592324,"listen to music ,or read a book while ride.",look for the seat number as in ticket.sit on the seat.,"when train arrives, ride up the train compartment as per ticket.",1,cause
24139356,find out what platform the train will be on.,enjoy train ride.,go to correct platform.,1,effect
36211964,walk to ticket counter.,get out of car.,"then, you have to buy your ticket.then, you have to buy your ticket.",1,effect
229890,drive to station.walk into station.,show ticket to conductor.,enter into the railway station.,1,effect
4285475,pack bags.,take all the luggage out of train.,wait at station.,0,effect
33197777,enjoy the ride on the train.,get on train.,give ticket to attendant.,0,cause
33878046,"when train reaches destination, exit train.","when train arrives, board a car.",buy a ticket.,0,cause
1624933,relax or watch favorite movie while train journey.,find seat.sit and relax.,you board your train and find your seat.,1,cause
575156,get on my train.,walk to correct platform.,train arrives at the platform.,1,cause
33277595,listen to music or read etc while riding.look at window if you haven't seen the surroundings.,upon arrival get into the compartment.,purchase ticket.,0,cause
36327879,train arrives at the platform.,hand the attendant your ticket.,find seat.,0,effect
37647386,board train and choose a seat.,"when your destination is called, get off train.",purchase tickets.,0,effect
37744817,"when the train comes , get up and enter the train.",get off at your correct stop.,wait in line for getting ticket if not booked already.,0,effect
1957017,get off at destination.,get to station.,board correct train.,1,cause
33574107,wait until train reaches destination.,sit down and ride.,get in train.,1,cause
614312,enjoy the train trip.,determine a location to go to by train.,train arrives at the platform.,1,cause
37341404,getting into train when arrives.,wait for destination stop.,find seat.sit and relax.,0,effect
746861,take a seat if possible.,buy pass.,get on the correct train.,1,cause
33422779,relax and wait on your seat till your stop comes.,enter train.,park car at parking.,0,cause
33791317,exit train.,board train and be seated.,relax or watch favorite movie while train journey.,0,cause
34038976,leave train.,upon arrival get into the compartment.,sit.,0,cause
8890524,go to the platform where the train arrives.,purchase train ticket for destination.,go to railway station.,1,cause
32838852,find an empty seat.,you board your train and find your seat.,get in line to buy ticket.,0,cause
746549,take a seat if possible.,get tickets from ticket counter.,"when train arrives, board train.",1,cause
37813953,get on my train.,leave train.,find seat.sit down.,0,effect
349366,go to the station.,wait until you reach your destination.,go to the platform where the train arrives.,1,effect
1654924,board train.,ride and enjoy the countryside.,put carry on luggage in overhead bin.,0,effect
286513,go to the assigned track.,purchase ticket.,get to train stop.,1,cause
2461049,get to station.,find seat.sit and relax.,go to the assigned track.,1,effect
33171145,show ticket pass.,"when train arrives, board the train.",find a vacant window seat.,0,cause
37072475,"when train arrives, board a car.",ride train.,pay for ticket.,0,effect
37012758,board train.,relax or listen to favorite music while in train.,buy ticket to the travel destination.,0,effect
37792158,walk onto the train.,de-train upon reaching the destination.,wait for the train at the platform.,0,effect
33215493,wait till your stop.,"when train arrives, board a car.",show ticket to conductor.,0,cause
275521,walk to the train platform.,buy a train ticket.,arrive train station.,1,cause
781919,sit down.,secure transportation to the train station.use transportation to train station.,"when train arrives, board a car.",1,cause
37259429,you board your train and find your seat.,ride to your stop.,wait for train.,0,effect
36426670,"when train arrives, board the train.",find a seat or stand.,purchase tickets from ticket window.,0,effect
32795124,take a seat if possible.,upon arrival get into the compartment.,ensure transportation is secured in lot.,0,cause
33483853,relax or listen to favorite music while in train.,board correct train.,go to ticket window.,0,cause
33120425,show conductor your ticket.,board correct train.,wait for your train to arrive.,0,cause
1586259,enjoy the view out of train.,wait for train at the platform.,get in train.,1,cause
37099929,get on the train and enjoy.,ride and enjoy the countryside.,walk to the subway.,0,effect
33294271,enjoy the train trip.,board train and be seated.,purchase ticket for the destination station.,0,cause
32736493,sit.,getting into train when arrives.,walk to the subway.,0,cause
36044693,go to platform.,go to railway station.,give conductor ticket.,0,cause
37290723,board train when it arrives.,relax while you reach your destination.,wait for the train.,0,effect
37870998,arrive at the target destination . .,get off at correct destination.,buy train ticket.,0,effect
890532,find a seat and sit down.,get to ticket booth.,board correct train.,1,cause
1592163,"listen to music ,or read a book while ride.",take a seat.,board correct train.,1,cause
537182,go to ticket office.,purchase ticket for the destination station.,search for the booked seat and sit down.,0,effect
286520,go to the assigned track.,purchase ticket.,get to station.,1,cause
1564943,enjoy the train trip.,wait at train stop.,walk onto the train.,1,cause
36936929,board train and choose a seat.,hand ticket to ticket taker.,find a seat.sit down and enjoy the ride.,0,effect
33418725,enjoy train ride.,enter the appropriate train car.,park car .,0,cause
37010173,get on train.,enjoy ride.,buy ticket.,0,effect
33481272,wait until you reach your destination.,upon arrival get into the compartment.,get to ticket booth.,0,cause
32884791,sit.,board train and be seated.,wait for train.,0,cause
36416695,get on my train.,find seat.sit down.,buy pass.,0,effect
36218797,buy a train ticket.,get to ticket booth.,get to destination.,0,cause
1586660,relax in train.wait for correct stop.,wait until time to board train.,board train.,1,cause
32947809,give ticket to conductor.,pay for train ticket.,enter the appropriate train car.,1,cause
37270516,"when train arrives, get on train.","you ride the train to your destination.if you're going on a long trip, you may receive a meal.",wait for your train to be announced.,0,effect
541422,get to ticket booth.,find seat.sit and relax.,purchase train tickets.,1,effect
33831180,get off at destination.,"when train arrives, get on train.",determine a location to go to by train.,0,cause
33115618,give ticket to the attendant.,wait at train stop.,get on the correct train.,1,cause
