Unnamed: 0,premise,choice1,choice2,label,question
2743496,return home with ingredients which you shopped.,go to the supermarket and purchase the ingredients.,look up a cake recipe.print out or write down the recipe.,0,cause
47091610,remove cake pan when timer goes off.,get measuring cup.and get measuring spoons.,put pan into oven.,1,cause
53224488,"mix butter, milk, eggs into sauce pan.stir.",pour cake mixture into pan.,take out eggs.milk.other ingredients.,1,cause
52776167,get you cooking supplies.,put eggs in dry ingredient and mix them in.mix wet and dry ingredients together in the utensil.,purchase the ingredients.,0,effect
1527319,add cake mix to utensil.,whisk it all together in the bowl until it is smooth.,bake for approx. 30 minutes.,0,effect
53682086,measure each ingredient according to the recipe.,get measuring cup.and get measuring spoons.,wait for cake to cool.,0,cause
2458294,pull out oven when ready.,assemble ingredients.,place pan into oven when preheated. .,1,cause
8628596,"get flour.get sugar.get baking powder, milk, eggs, vanilla, oil.","when done, take out to cool.",add ingredients to bowl.,1,effect
2569620,put the pan in the oven and bake the cake according to the recipe.,"when cake is done, remove from oven.",let cool.,0,effect
2622928,bake for allotted time.,pour into prepared pan.,set timer and bake for time directed according to pan size.,1,cause
47107586,use oven mitts to carefully remove the cake from the oven.,set the oven to bake.,put the cake in the oven.,1,cause
47021129,turn off oven and let the cake cool.,mix cake and other ingredients.,put in oven.,1,cause
1221823,set oven temp.,pour batter into cake pan.,turn off oven.,1,effect
53329630,open the ingredients.combine and mix all the ingredients as the recipe delegates.,take out eggs.milk.other ingredients.,put any frosting or toppings on it.,0,cause
1643233,set timer and bake for time directed according to pan size.,place batter in a pan.,put cake pan into oven.,1,cause
1854585,bake until cake is ready.,measure wet ingredients.measure dry ingredients.,put pan in oven.,1,cause
2694383,set timer .,make frosting.frost cake when it is cool.,bake a cake for the duration of instructed time.,1,effect
52967310,get cake mix.,mix the dry ingredients in a bowl.mix the wet ingredients in a bowl.mix the wet ingredients into the dry slowly.,read the recipe.,0,effect
2672152,bake in preheated oven.,set oven to correct temperature according to box directions.,set a timer when the recipe states the cake will be done.,1,cause
37484075,put the cake in the oven.,frost cake.,"when cake is done, remove from oven.",1,effect
54140496,mix ingredients according to directions on box.,add ingredients in mixing bowl .,bake in oven.,0,cause
2492339,take cake out.,"go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",place pan in overn.,1,cause
25506578,get baking pan.get sauce pan.,spray pan with non stick or grease.,stir well.,1,effect
46685569,wait for cake to bake.,put the pan in the oven.,use fork to stir mixture rapidly until cake mixture is blended.,0,cause
456624,take cake mixture of any kind.,open all ingredients.mix ingredients together.,get cake pans.,0,effect
2617326,bake in preheated oven.,pour the cake into a baking tin.,set a timer.,1,cause
826789,put all ingredients in bowl.,preheat the oven.,"gather all the items i will need to bake the cake such as a mixing bowl, whisk, and cake pan.",1,cause
31065765,get measuring cup.and get measuring spoons.,let cool then frost.,mix ingredients together in a bowl.,1,effect
25366582,"mix butter, milk, eggs into sauce pan.stir.",get mixing bowl.get cake pan.,preheat oven to temperature on box.,0,cause
53652764,mix all the ingredients.,return to oven.,"gather all the items i will need to bake the cake such as a mixing bowl, whisk, and cake pan.",1,cause
155424,"get a box of cake mix.get eggs, water and oil out of the pantry.",measure each ingredient according to the recipe.,set the timer on the oven according to directions on the box.,0,effect
47349213,take pan out of oven and let cake cool down for 1 hour.,bake the cake.,place pan in oven and bake for 45 minutes.,1,cause
8624730,get you cooking supplies.,use pot holder to remove from oven.,"once home, pour dry mix into bowl.add eggs, oil, water.",1,effect
1020775,"get a cake pan, mixing bowl and a whisk.",mix cake batter.,remove cake from oven.,0,effect
1424781,put all ingredients in bowl.,stir well.,remove cake from cake pan.,0,effect
1164594,turn off oven .,grease the pans.,preheat oven to 350 degrees.,1,cause
1438761,pour cake mix in a bowl.add eggs and vegetable oil to utensil.,put dish in the oven.,mix wet ingredients together.mix all the dry ingredient together.,1,effect
25421754,get bowls.,place the tin into the oven to bake.,mix cake mix with eggs as called for by box.,1,effect
47117396,take cake out of oven.,place pan with cake mix into oven for allotted time.,preheat oven.,0,cause
2408371,remove cake pan when timer goes off.,mix all the ingredients.,put into oven.,1,cause
54620367,bake the minimum time written on box.,put cake pan into oven.,when finished cut and eat.,0,cause
54537005,put dish in the oven.,bake cake .,set the oven to bake.,0,effect
37512612,place in the oven for set amount of time.,let cool the cake.,use oven mitts to carefully remove the cake from the oven.,1,effect
697340,get the ingredients and materials you need.,mix well with vanilla with an electric beater.,"when cake is done, remove from oven.",0,effect
1657439,set the timer.,"take flour in a bowl.add water, sugar, beaten egg, vanilla essence, butter and salt one by one.",place pan in oven.,1,cause
1043271,get mixing pan.get mixing tool or spoon or fork.,add frosting.,mix in the extra ingredients.,1,effect
2139024,cover it and put it on a oven plate.put the prepared oven plate inside oven.,turn oven off.,serve to family or friends.,0,effect
136338,measure wet ingredients.measure dry ingredients.,"buy cake mix, milk, butter, eggs.","get flour.get sugar.get baking powder, milk, eggs, vanilla, oil.",1,cause
47030221,turn oven off.,bake in preheated oven.,put greased pan into preheated stove.,1,cause
1453216,"once home, pour dry mix into bowl.add eggs, oil, water.",stir ingredients.,pour into pan.,0,effect
46694660,bake for 1 hour.,put cake in oven.,"mix the dry ingredients in one bowl (flour, baking soda, salt, etc).mix the wet ingredients in another (butter, sugars, vanilla, etc).mix them together.",0,cause
947267,get bowl.,check cake for doneness.,mix wet ingredients together.mix all the dry ingredient together.,1,effect
1981778,bake in oven until done.,prepare pan according to box directions.,put cake in oven.,1,cause
53403016,mix cake mix with eggs as called for by box.,wait for the timer to go off.,set out ingredients.,1,cause
53792988,preheat oven to degree amount needed.,get the ingredients and materials you need.,turn off oven and let the cake cool.,1,effect
968685,get cake pans.,mix wet ingredients together.mix all the dry ingredient together.,preheat oven to degree amount needed.,0,effect
860541,get mixing bowl.get cake pan.,add cake mix to bowl.and add ingredients.,pour in pan.,0,effect
1361792,mix well with vanilla with an electric beater.,go to store and buy cake mix.,begin adding ingredients to the utensil.,1,cause
46780716,bake for 1 hour.,place pan in oven and bake for 45 minutes.,add the rest of the ingredients to bowl.,0,cause
47341338,take cake out of oven when it is done.,bake until cake is ready.,place pan in oven.,1,cause
54862420,place in the oven for set amount of time.,add  the cake.,remove finished cake when timer goes off.,1,effect
1725353,put dish in oven.,set the oven to required temperature.,put frosting on cake.,0,effect
2157792,take the cake out of the oven and let it cool.,"gather all the items i will need to bake the cake such as a mixing bowl, whisk, and cake pan.",put dish in oven.,1,cause
54924749,put greased pan into preheated stove.,set timer and cook based on recipes instructions.,remove cake pan when timer goes off.,1,effect
2385591,remove from oven after allotted time.,mix wet ingredients together.mix all the dry ingredient together.,put into oven.,1,cause
53852990,turn off oven.,turn oven on.,ice cake or decorate.,0,cause
53705320,"meanwhile, mix a batter following the recipe.",use cake tester to check for doneness.,get measuring cup.and get measuring spoons.,1,cause
8414034,set timer and cook based on recipes instructions.,when finished cut and eat.,bake 35 minutes or until toothpick inserted comes out dry.,1,effect
326031,get a cake mix.,"put eggs, milk, and cake mix into a mixing bowl.include any other necessary ingredients.","add frosting, sprinkles for decoration.",0,effect
51707501,bake as indicated on recipe.,set timer .,get the ingredients and materials you need.,0,cause
52994754,get a cake mix.,mix together.,"go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",0,effect
54574025,put dish in the oven.,grease the pan.,bake in oven according to time on instructions.,1,effect
8568779,get the cake ingredients.,place pan with cake mix into oven for allotted time.,pour wet mixture into dry mixture bowl.,1,effect
1715581,set a timer when the recipe states the cake will be done.,spray pan with non stick or grease.,put dish in the oven.,1,cause
1754604,put in oven at the designated temperature.,test if it cooked by inserting a toothpick - when it comes clean out it is cooked.,set timer.,1,effect
1967450,bake a cake for the duration of instructed time.,go home with purchased ingredients.,place in oven.,1,cause
164304,"get flour.get sugar.get baking powder, milk, eggs, vanilla, oil.",measure each ingredient according to the recipe.,prepare the cake pan.,0,effect
47332128,after the required minutes take off the plate.,combine ingredients according to box directions.,put the pan in the oven.,1,cause
54356136,set the timer on the oven according to directions on the box.,place pan into oven when preheated. .,check if the cake is ready.,0,cause
278982,get you cooking supplies.,"put eggs, milk, and cake mix into a mixing bowl.include any other necessary ingredients.",pour into cake pans.,0,effect
54013292,mix together.,"open the box and pour the mix into the bowl.add the egg, water and oil to the mix.","after cake cools, put frosting on cake.",0,cause
8536044,gather all of your ingredients (varies depending on your recipe).,wait for cake to cool.,"once home, pour dry mix into bowl.add eggs, oil, water.",1,effect
200880,pour wet mixture into dry mixture bowl.,look up a cake recipe.print out or write down the recipe.,assemble ingredients.,1,cause
13739143,"once home, pour dry mix into bowl.add eggs, oil, water.",buy proper ingredients.,"get flour.get sugar.get baking powder, milk, eggs, vanilla, oil.",1,cause
1064618,prepare the microwave oven and required utensils.,wait.,mix your ingredients.,1,effect
54884119,place pan into oven when preheated. .,put the mix in the pans.,take cake out when done.,1,effect
2205030,take cake out to cool.,preheat the oven.,put the cake pan with the cake mixture in the oven.,1,cause
54808074,put in oven at the designated temperature.,pre-heat oven based on recipes instructions.,take cake out.,1,effect
53166520,"open up cake box.mix cake mix, eggs, oil and water in bowl.stir until well mixed.",get ingredients.,put the cake batter in the oven.,0,cause
53698258,get out measuring cups.,go to store and buy cake mix.,mix ingredients according to directions on box.,1,effect
775505,set out ingredients.,grease and flour a cake pan.,open all ingredients.mix ingredients together.,1,effect
1791745,bake in oven until done.,stir ingredients.,put cake pan into oven.,1,cause
1310477,measure each ingredient according to the recipe.,prepare the cake pan.,add the dry mixture to the wet mixture(in the bowl).,1,effect
54400284,cover it and put it on a oven plate.put the prepared oven plate inside oven.,combine ingredients into a bowl.,bake cake .,1,effect
1793044,bake cake.,"mix the dry ingredients in one bowl (flour, baking soda, salt, etc).mix the wet ingredients in another (butter, sugars, vanilla, etc).mix them together.",put cake in oven.,1,cause
13942730,mix dry ingredients well.place dry ingredients in bowl.place wet ingredients in separate bowl.mix wet ingredients together.use electric mixer to mix well.,find a recipe.,get cake mix.get eggs.get water.get oil.,1,cause
53293870,open mix and add required ingredients.mix well.,getting ingredients ready.,take cake out when done.,0,cause
1358444,mix ingredients according to directions on box.,get your recipe.,begin adding ingredients to the utensil.,1,cause
25391461,"get cake pan, utensils, mixer .",turn off oven.,mix cake and other ingredients.,1,effect
55037114,place pan with cake mix into oven for allotted time.,wait for 45 minutes.,remove cake.,1,effect
2549673,put in oven and bake at specified temperature.,"when cake is done, remove from oven.",place cake on rack to cool completely.,0,effect
944,look up a recipe.,carefully follow instructions step by step.,turn on oven.,0,effect
54115053,mix cake batter.,add the rest of the ingredients to bowl.,set timer on oven.,0,cause
53998233,put all ingredients in bowl.,pre heat oven.,mix wet ingredients together.mix all the dry ingredient together.,1,effect
53613889,"open up cake box.mix cake mix, eggs, oil and water in bowl.stir until well mixed.",gather your cooking materials for baking a cake.,set timer on oven.,0,cause
54900969,place pan in overn.,take cake out to cool.,pour into cake pans.,0,effect
46734742,bake the cake.,put the pan in the oven.,put mixture into baking pan.,0,cause
46969506,return to oven.,put the pan in the oven and bake the cake according to the recipe.,put it inside cake ring which is greased with butter.,0,cause
25490530,get mixing bowl.get cake pan.,ice cake with frosting.,"mix cake mix, eggs and water in bowl.mix frosting.",1,effect
2119846,turn oven off.,get you cooking supplies.,put cake in.,1,cause
52753452,measure each ingredient according to the recipe.,gather all of your ingredients (varies depending on your recipe).,place the tin into the oven to bake.,0,cause
55212880,set the timer on the oven according to directions on the box.,bake for about 40 min and test with a skewer.,put batter into a pan.,0,effect
54413951,put in oven and bake at specified temperature.,pour cake mixture into pan.,bake 35 minutes or until toothpick inserted comes out dry.,1,effect
52920774,"put eggs, milk, and cake mix into a mixing bowl.include any other necessary ingredients.",set out ingredients.,"add frosting, sprinkles for decoration.",0,cause
1753013,place in oven.,set timer and cook based on recipes instructions.,check if the cake is ready.,0,effect
726207,get out cake mix.get out eggs.get out vegetable oil.,mix ingredients together in a bowl.,make frosting.frost cake when it is cool.,0,effect
2583242,put the cake batter in the oven.,"if cake is not done, bake additional minutes, up to maximum on box.",after the required minutes take off the plate.,1,effect
1701718,set timer and cook based on recipes instructions.,preheat oven.,place pan with cake mix into oven for allotted time.,1,cause
967693,get cake pans.,mix cake mix in mixing bowl.,turn the oven on to the appropriate temperature and let it preheat.,0,effect
2061804,turn off oven and let the cake cool.,get mixing bowl.get cake pan.,put in oven.,1,cause
54645764,bake in preheated oven.,put cake in oven.,check to see if cake is done.,0,cause
902917,open all ingredients.mix ingredients together.,purchase the ingredients.,"gather all the items i will need to bake the cake such as a mixing bowl, whisk, and cake pan.",1,cause
1496274,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",refrigerate the cake.,stir together and mix.use fork to breakup clumps.,1,effect
25468878,"get a cake pan, mixing bowl and a whisk.",take the cake out of oven .,mix cake mix with eggs as called for by box.,1,effect
31773629,put the cake pan with the cake mixture in the oven.,make frosting.frost cake when it is cool.,bake for about 40 min and test with a skewer.,1,effect
1233409,preheat oven to temperature the recipe requires.,turn oven off.,measure wet ingredients.measure dry ingredients.,0,effect
1302253,measure each ingredient according to the recipe.,pour batter into cake pan.,add ingredients to bowl.,1,effect
55210457,set the timer on the oven according to directions on the box.,bake in the oven for 14 minutes.,follow directions on back of cake mix.,0,effect
54156347,mix cake and other ingredients.,add the rest of the ingredients to bowl.,take it out of the oven.,0,cause
25434374,prepare the microwave oven and required utensils.,add them to a pan.,follow recipe to make the batter.,1,effect
25483533,prepare the microwave oven and required utensils.,apply frosting.,mix cake batter.,1,effect
1976729,bake for as long as box says.,grease cake pan.,place pan in overn.,1,cause
52625058,come home with the ingredients .,mix your ingredients.,go to store.buy ingredients.,1,cause
54071795,open mix and add required ingredients.mix well.,pour batter in pan.,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",1,cause
1359672,whisk it all together in the bowl until it is smooth.,prepare your cake.,put all ingredients in bowl.,1,cause
52887628,add ingredients to bowl.,fill cake pan with batter.,take cake mixture of any kind.,1,cause
55290382,set timer and cook based on recipes instructions.,bake the minimum time written on box.,spray cake pan with nonstick spray.,0,effect
2633960,bake in the oven for 14 minutes.,"take flour in a bowl.add water, sugar, beaten egg, vanilla essence, butter and salt one by one.",set a timer when the recipe states the cake will be done.,1,cause
54173261,mix all the ingredients.,"put eggs, milk, and cake mix into a mixing bowl.include any other necessary ingredients.",take cake out the oven.,0,cause
52626766,come home with the ingredients .,purchase the ingredients.,bake for as long as box says.,0,cause
52977136,gather all of your ingredients (varies depending on your recipe).,get your recipe.,whisk after each addition.stir to combine.,1,effect
51639011,wait for appropriate time.,set a timer when the recipe states the cake will be done.,open mix and add required ingredients.mix well.,0,cause
54145495,mix ingredients together.,put all ingredients in bowl.,turn off oven .,0,cause
8545654,set out ingredients.,check if the cake is ready.,add ingredients in mixing bowl .,1,effect
1251056,preheat oven to degree amount needed.,turn off oven .,ice the cake.,0,effect
53725330,mix together.,bake in oven according to time on instructions.,get measuring cup.and get measuring spoons.,1,cause
806370,get the ingredients and materials you need.,mix them together.,bake in oven until done.,0,effect
54972569,place in oven.,stir well.,take the cake out of the oven and let it cool.,1,effect
52926677,add the dry mixture to the wet mixture(in the bowl).,"get a box of cake mix.get eggs, water and oil out of the pantry.",frost cake and eat.,0,cause
54325183,set the timer on the oven according to directions on the box.,place pan with cake mix into oven for allotted time.,frost the cake.,0,cause
1810204,bake for allotted time.,make the chocolate mixture.then make the chocolate batter.,put in oven.,1,cause
2127799,turn off oven .,purchase ingredients.,place in the oven for set amount of time.,1,cause
53395658,use fork to stir mixture rapidly until cake mixture is blended.,"get flour.get sugar.get baking powder, milk, eggs, vanilla, oil.",bake for approx. 30 minutes.,0,cause
37536927,put pan in oven.,test if it cooked by inserting a toothpick - when it comes clean out it is cooked.,remove finished cake when timer goes off.,1,effect
833937,get mixing pan.get mixing tool or spoon or fork.,"once home, pour dry mix into bowl.add eggs, oil, water.",let cake cool.,0,effect
37541216,place pan in overn.,use cake tester to check for doneness.,take pan out of oven and let cake cool down for 1 hour.,1,effect
51657389,bake cake .,set a timer.,find a cake recipe.,0,cause
2397658,take the cake out of oven .,mix cake according to instructions.,put pan into oven.,1,cause
46675815,bake for about 40 min and test with a skewer.,put cake in.,mix your ingredients.,0,cause
54997988,place the tin into the oven to bake.,use pot holder to remove from oven.,mix together.,0,effect
1979950,bake for allotted time.,grease and flour a cake pan.,put the cake pan with the cake mixture in the oven.,1,cause
46727952,bake for allotted time.,put pan into oven.,make the chocolate mixture.then make the chocolate batter.,0,cause
54493083,place in the oven for set amount of time.,bake 35 minutes or until toothpick inserted comes out dry.,gather all of your ingredients (varies depending on your recipe).,0,effect
47245385,use pot holder to remove from oven.,place pan into oven when preheated. .,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",0,cause
278153,get out cake mix.get out eggs.get out vegetable oil.,pour the batter into the cake pan.,"open the box and pour the mix into the bowl.add the egg, water and oil to the mix.",1,effect
2192528,pull out oven when ready.,set oven to correct temperature according to box directions.,cover it and put it on a oven plate.put the prepared oven plate inside oven.,1,cause
53046224,get the cake ingredients.,return home with ingredients which you shopped.,mix cake mix with eggs as called for by box.,1,effect
53844177,turn oven off.,take it out of the oven.,turn on oven.,1,cause
32651407,turn off oven .,first heat oven.,purchase the ingredients.,0,cause
1671139,set timer .,get you cooking supplies.,put in oven and bake at specified temperature.,1,cause
46805167,wait for the timer to go off.,take cake mixture of any kind.,place in the oven for set amount of time.,1,cause
2389535,take it out.,mix in a bowl.,put into oven.,1,cause
54935634,put cake in.,pour cake mix in a bowl.add eggs and vegetable oil to utensil.,remove cake from oven and cool.,1,effect
147095,get out cake mix.get out eggs.get out vegetable oil.,preheat oven to 350 degrees.,measure wet ingredients.measure dry ingredients.,1,effect
52998767,set out ingredients.,"mix cake mix, eggs and water in bowl.mix frosting.",enter kitchen.,0,effect
53802215,preheat oven according to box directions.,turn off oven.,purchase ingredients.,0,effect
412928,mix them together.,preheat oven to 350 degrees.,assemble ingredients.,1,cause
32633356,turn oven off.,preheat oven to 350 degrees.,bake cake .,0,cause
135535,measure ingredients in designated measuring cups.,purchase the ingredients.,"get a box of cake mix.get eggs, water and oil out of the pantry.",1,cause
54486176,put the pan in the oven and bake the cake according to the recipe.,bake in oven.,"gather all the items i will need to bake the cake such as a mixing bowl, whisk, and cake pan.",0,effect
54861735,place in the oven for set amount of time.,take pan out of oven and let cake cool down for 1 hour.,pour batter into cake pans.,0,effect
54474358,cover it and put it on a oven plate.put the prepared oven plate inside oven.,wait for the timer to go off.,"once home, pour dry mix into bowl.add eggs, oil, water.",0,effect
53466404,add ingredients in mixing bowl .,get mixing bowl.get cake pan.,pour mixed ingredients into baking pan.,0,cause
47143552,remove cake from oven.,preheat oven according to box directions.,place pan into oven when preheated. .,1,cause
724838,take out eggs.milk.other ingredients.,mix the cake ingredients.,frost cake and eat.,0,effect
54318619,place pan in oven and bake for 45 minutes.,set timer on oven.,grease cake pan.,0,effect
53204955,stir ingredients together.,place batter in a pan.,get all the ingredients together.,1,cause
55155555,"when done, take out to cool.",place pan with cake mix into oven for allotted time.,let cool.,0,cause
55160678,take out of oven.,put into oven.,when cakes is cooked place on cooling rack.,0,cause
54843621,put dish in oven.,"when cake is done, remove from oven.",find a cake recipe.,0,effect
1401828,mix well with vanilla with an electric beater.,return home with ingredients which you shopped.,put all ingredients in bowl.,1,cause
54528768,put the pan in the oven and bake the cake according to the recipe.,bake for as long as box says.,buy cake mix.,0,effect
47358609,take the cake out of oven .,put pan into oven.,bake for allotted time.,0,cause
1794886,bake in oven.,"mix cake mix, eggs and water in bowl.mix frosting.",place pan into oven when preheated. .,1,cause
430483,"mix the dry ingredients in one bowl (flour, baking soda, salt, etc).mix the wet ingredients in another (butter, sugars, vanilla, etc).mix them together.",preheat the oven to 180 degree c.,get the ingredients and materials you need.,1,cause
1249795,turn on oven.,turn off oven and let the cake cool.,add frosting.,0,effect
448233,get all ingredients.,get mixing pan.get mixing tool or spoon or fork.,open mix and add required ingredients.mix well.,1,effect
55131870,after the required minutes take off the plate.,put cake in oven.,"after cake cools, put frosting on cake.",0,cause
54505171,put the cake batter in the oven.,bake in oven.,get all the ingredients together.,0,effect
52623110,go home with purchased ingredients.,grease and flour cake pans.,purchase ingredients.,1,cause
13762944,add ingredients to bowl.,"get flour.get sugar.get baking powder, milk, eggs, vanilla, oil.",set the oven to bake.,0,cause
46885556,bake the minimum time written on box.,put in oven and bake at specified temperature.,go home with purchased ingredients.,0,cause
928921,"open up cake box.mix cake mix, eggs, oil and water in bowl.stir until well mixed.",go home with purchased ingredients.,"gather all the items i will need to bake the cake such as a mixing bowl, whisk, and cake pan.",1,cause
2088599,turn off oven.,pour wet mixture into dry mixture bowl.,put cake pan into oven.,1,cause
53920004,measure each ingredient according to the recipe.,open the ingredients.combine and mix all the ingredients as the recipe delegates.,pre-heat oven based on recipes instructions.,0,effect
55072154,put cake in oven.,use pot holder to remove from oven.,gather all of your ingredients (varies depending on your recipe).,0,effect
37492108,place pan in oven and bake for 45 minutes.,now invert the plate on the cake table.,take cake out.,1,effect
54463355,put dish in oven.,put all ingredients in bowl.,wait for appropriate time.,1,effect
259672,get cake mix.get eggs.get water.get oil.,put cake in.,"take flour in a bowl.add water, sugar, beaten egg, vanilla essence, butter and salt one by one.",1,effect
705826,get a cake mix.,remove from oven.,combine in bowl.,1,effect
13763471,"take flour in a bowl.add water, sugar, beaten egg, vanilla essence, butter and salt one by one.",get cake mix.,preheat the oven to 180 degree c.,0,cause
53590756,whisk it all together in the bowl until it is smooth.,"get cake pan, utensils, mixer .",pour cake mix into pan.,0,cause
577920,get you cooking supplies.,use fork to stir mixture rapidly until cake mixture is blended.,put the cake pan with the cake mixture in the oven.,0,effect
55055056,place pan in overn.,"when done, take out to cool.",bake the cake.,0,effect
1583227,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",mix the dry ingredients in a bowl.mix the wet ingredients in a bowl.mix the wet ingredients into the dry slowly.,prepare the cake pan.,0,effect
1420049,add ingredients in mixing bowl .,mix the dry ingredients in a bowl.mix the wet ingredients in a bowl.mix the wet ingredients into the dry slowly.,apply frosting.,0,effect
663298,"get flour.get sugar.get baking powder, milk, eggs, vanilla, oil.",stir well.,set timer on oven.,0,effect
47110662,"when done, take out to cool.",place in the oven for set amount of time.,preheat oven to 350 degrees.,0,cause
1423893,begin adding ingredients to the utensil.,remove cake from cake pan.,mix in the extra ingredients.,1,effect
1949197,bake in the oven for 14 minutes.,preheat oven. .,place in the oven for set amount of time.,1,cause
52758840,measure each ingredient according to the recipe.,take out cake supplies.,set timer .,0,cause
478393,get the ingredients and materials you need.,when cakes is cooked place on cooling rack.,mix cake batter.,1,effect
31804131,put pan in oven.,set cake to cool.,wait for 45 minutes.,1,effect
53651170,mix ingredients together in a bowl.,next get out a big bowl.get a pan.,turn cake out onto cake plate.,0,cause
47407741,take cake out of oven when it is done.,put in oven at the designated temperature.,go to store and buy cake mix.,0,cause
55018177,place pan in overn.,remove finished cake when timer goes off.,"mix cake mix, eggs and water in bowl.mix frosting.",0,effect
54610812,bake for 1 hour.,put cake in.,carefully remove cake from pan.,0,cause
47205392,take the cake out of the oven and let it cool.,pour mixture into a greased pan.,put pan into oven.,1,cause
692872,get you cooking supplies.,use oven mitts to carefully remove the cake from the oven.,follow recipe to make the batter.,1,effect
25512239,gather your cooking materials for baking a cake.,prepare your cake.,mix dry ingredients well.place dry ingredients in bowl.place wet ingredients in separate bowl.mix wet ingredients together.use electric mixer to mix well.,1,effect
1880520,bake in oven according to time on instructions.,get mixing pan.get mixing tool or spoon or fork.,put cake in.,1,cause
25499898,get baking pan.get sauce pan.,eat the cake.,whisk it all together in the bowl until it is smooth.,1,effect
54581052,put the cake batter in the oven.,wait for 45 minutes.,take out cake pan and lightly grease inside of pan.,0,effect
2616721,wait.,pour the batter into the prepared pan.,set the timer.,1,cause
2339158,take out and frost cake.,add cake mix to utensil.,place pan into oven when preheated. .,1,cause
1301149,measure ingredients in designated measuring cups.,pour into a baking pan.,pour cake mix in a bowl.add eggs and vegetable oil to utensil.,1,effect
1103429,get out measuring cups.,mix cake batter.,pre-heat oven based on recipes instructions.,0,effect
290208,get the cake ingredients.,add cake mix to utensil.,set the timer on the oven according to directions on the box.,0,effect
46731921,wait for the timer to go off.,put in oven.,pour in pan.,0,cause
