Unnamed: 0,premise,choice1,choice2,label,question
81547649,put items on conveyor belt.,create list of things to buy.,pick groceries from shelf and ddd them to cart.,1,cause
86775436,wait for cashier to finish ringing you up.,proceed to checkout.,place groceries items on conveyor belt.,0,cause
99613792,pay for the grocery.,take out money from the wallet.,get neatly packed and take it to home.,0,cause
100992138,cross check the purchased items with your list.,get items from grocery shelf.put in cart.,put items into car and drive home.,0,cause
17624757,get into car.,put items on belt.,make a trip to the store by car.,1,effect
3550715,place bags of groceries into cart.,wait in line.,grab a shopping cart.,1,cause
2471876,go to the favorite grocery shop by car.,present any coupons you may have for items purchased.,put bags in car and go home.,1,effect
99051406,"once all items are bagged, pay the cashier.",drive home.,take your purchase to the front.,1,cause
96336933,find groceries.put them in the cart.,go to check out line in front of store.,go to the store by your own vehicle.,0,effect
81477885,put items on belt.,find things required to buy.put them in cart.,"if several items are needed, grab a basket.",0,cause
21359,review what you have at home and make a list of what you need.,take list to store.,pay for the grocery.,0,effect
98220395,go to check out line in front of store.,put items on belt.,enter grocery store.,0,effect
2916889,park car.,enter grocery store.,pay for the shopping.,0,effect
98691340,go to check out.,pay for them at the register.,go through a check out line.,0,effect
95357238,enter the store.,park car.,grab shopping cart.,0,cause
94095576,park car.,go to the grocery store by car.,leave grocery store.,0,cause
3835524,go to the checkout and pay.,take a shopping cart.,pick up refridgerated and frozen items last.,1,cause
87170666,pay the cashier.,get grocery cart.,take to check out.,1,cause
3850038,bring cart to cashier.,get a shopping cart if required.,pick up refridgerated and frozen items last.,1,cause
29203203,watch prices as the checker scans.,take the grocery bags to the car.,pay for your groceries.,1,effect
17651439,get into my car.,pay the cashier for your items.,drive to nearest grocery store.,1,effect
99468845,cashier rings up items.,get the bill.,make a list of grocery required.,0,effect
5991280,check out the things.,make a grocery list of items to buy.,proceed to checkout.,1,cause
71206766,put bags in cart.,present any coupons you may have for items purchased.,get shopping cart.,1,cause
57377346,"after finding everything you need, go to cashier.","if necessary, bag your items.",pay for grocery.,1,effect
96844777,find things required to buy.put them in cart.,scan all my items while somebody bags them.,put items on conveyor belt.,0,effect
2475672,go to the store by car.,get a shopping cart.,leave the store.,1,effect
3851143,go to the teller with the items.,grab a grocery cart.,"select the items from shelf, trying to stay on the perimeter of the store.",1,cause
4317176,"get any non-expiring products first.next, go for items like fruit, vegetables, eggs, and bread.finally, get any dairy items.",put groceries on belt.,place bags of groceries into cart.,0,effect
98820812,go up to the cashier.,pay for grocery.,get a shopping cart if required.,0,effect
10669004,bring items to cashier at front of store.,cashier rings up items.,take bags to car.,0,effect
5807770,load items from the cart onto the checkout lane's belt.,find cart.,go up to check out line.,1,cause
59212668,push cart to your car.put groceries in your trunk.,enter the grocery store and grab a shopping cart.,park.,1,cause
23490012,get in the car.,go home.,put bags in car.,1,effect
3934204,take to check out.,drive to nearby grocery store.,put items in cart you want .,1,cause
98422494,go to checkout.,take groceries one by one for billing.,place items on conveyer belt.,0,effect
1628407,"visit the mall by car, park the vehicle.",load items from the cart onto the checkout lane's belt.,find parking spot.park car.,1,effect
96277599,pick up refridgerated and frozen items last.,go to check out line.,get a shopping cart.,0,effect
82646267,get receipt.,pick groceries from shelf and ddd them to cart.,list out the things you want to buy.,0,cause
98814788,go to cash register.,get a cart.,pay for the grocery.,1,effect
4130602,find the items you want to purchase from grocery rack.,put bags in car.,go to checkout counter.,1,effect
3763945,bring cart to register.,go inside and pick up items.,put them in the cart.,1,cause
50545044,take bus to grocery store.,pick up everything and put into your cart.,enter the grocery store and grab a shopping cart.,1,effect
517089,get into my car.,enter grocery store.,wait in line for your turn.,0,effect
29628645,push cart to your car.put groceries in your trunk.,put items on conveyor belt.,drive to store and park.,1,cause
6113203,navigate to checkout.,walk out to the car.put the items in the car.,check out food.,1,effect
57302553,go to cash register.,wait your turn.,pay for items purchased.,1,effect
2414232,go to grocery store by car.,go back to car.load groceries in trunk.,go to cash register.,0,effect
2501467,drive to grocery store of choice.,walk out of store.put groceries in car.,cross check the purchased items with your list.,0,effect
97367578,look for the food you want.put food in cart.,pay the total amount.,"walk through the aisles of the store, add items to your cart.",0,effect
92469138,take the list of items to purchase you made to store.,prepare grocery list.,walk into store.,0,cause
98852871,go to the check out area.,pay the cashier for your items.,in your favorite store take a trolley if more things to be purchased or a bag for small.,0,effect
3792046,go to the checkout and pay.,go down aisles.,gather items from grocery rack.,1,cause
98580435,take cart to cash register.,making grocery list.,cashier gives you total.,1,effect
56286669,pick groceries from shelf and ddd them to cart.,place bags of groceries into cart.,pack purchased grocery items.,1,effect
98411877,place items in cart on belt for cashier to scan.,put groceries in a bag.,"when you are finished picking out what you want to purchase, go to the check out line.",1,cause
12372101,take list to store.,take out the shopping list from the car.,drive back home.,0,effect
86628882,place items onto conveyor belt.,take cart to cash register.,go to grocery store by vehicle.,0,cause
1810102,make a trip to the store by car.,take groceries one by one for billing.,enter grocery store.,1,effect
487791,get inside the car.,enter grocery store.,"after finding everything you need, go to cashier.",0,effect
6075952,go to check out stand and pay for items.,take groceries home.,let the cashier ring up your items.,1,effect
56311665,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",stand in line for register.,pack purchased grocery items.,1,effect
3090633,park.,take your purchase to the front.,take bags to car.,1,effect
94227474,enter the grocery store and grab a shopping cart.,go to the store by driving your own vehicle.,go up to check out line.,0,cause
6534618,pay for your items.,go to the store by driving.,go to checkout.,1,cause
5903202,"after finding everything you need, go to cashier.",put items on belt.,wheel cart outside.,0,effect
5030078,"select the items from shelf, trying to stay on the perimeter of the store.",bagger places in cart.,pay for food.,1,effect
5266334,get neatly packed and take it to home.,grab shopping cart.,put items in cart while shopping.,1,cause
98660105,go to checkout counter.,get wallet and take money out of it.,enter the shopping place and take a trolley.,0,effect
71238296,put bags in cart.,take a shopping cart.,take things off shelf.,0,cause
5798030,place items onto conveyor belt.,get into my car.,take the full cart to the checkout lane.,1,cause
81413781,present any coupons you may have for items purchased.,find items you want to buy.place items in grocery cart.,make a trip to the store by car.,0,cause
20140004,in your favorite store take a trolley if more things to be purchased or a bag for small.,find groceries.put them in the cart.,put bags in cart.,1,effect
6032822,scan all my items while somebody bags them.,walk in store.,go to cashier.,1,cause
2348510,go back to car.load groceries in trunk.,take out money from the wallet.,go to store by driving.,1,cause
99209468,pay by credit card.,take the full cart to the checkout lane.,take all your groceries.,0,cause
96293890,find the items on grocery shelf.put them in your cart.,go to checkout.,find cart.,0,effect
12401385,go to the store by driving.,park the car.,get in checkout line.,0,effect
98487226,take cart to cash register.,check out the things.,walk down desired aisles.,0,effect
4039672,"first pick up the bottle things so that it goes in bottom of the trolley.then shop for the packet items.now time for oil, milk items so that it won't get crushed by other heavy things.",put groceries at appropriate place in kitchen.,go up to the cashier.,1,effect
96924064,gather items from shelves.,wait for the cashier to ring the order up.,get tote bag.,0,effect
3537369,place bags of groceries into cart.,go inside.,get a shopping cart if required.,1,cause
87363995,pay total.,head for the counter.,go to the favorite grocery shop by car.,0,cause
4553364,cashier gives total.,make grocery list based off of menu.,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,1,cause
2646294,"visit the mall by car, park the vehicle.",go through store picking items.,walk out of store.put groceries in car.,1,effect
6109838,get to the counter.,put bags in car and go home.,take groceries one by one for billing.,1,effect
1669162,make a trip to the store by car.,"pay for your groceries with either cash, check, or debit or credit.",park your car.,1,effect
96235359,"select the items from shelf, get them one by one.","push cart around store, getting items from list.",get in checkout line.,1,effect
1786988,drive to store and park.,enter super market.,go through a check out line.,0,effect
97620676,pay the total amount.,take cart to car.take bags out of cart and place into car.,find items on gerocery rack.put items into cart.,1,cause
5993363,take groceries one by one for billing.,make a list of grocery required.,get to the counter.,1,cause
96764054,gather items from grocery rack.,find parking spot.park car.,put groceries on conveyor belt.,1,effect
2179899,put items into car and drive home.,make a grocery list.,go to grocery store by vehicle.,1,cause
104961878,take out the shopping list from the car.,put items on counter.,go to grocery store by car.,1,cause
6066334,take groceries one by one for billing.,"visit the mall by car, park the vehicle.",head for the counter.,1,cause
59185269,put groceries in your car.,get out of car and move towards grocery store.,go to checkout.,0,cause
17664702,get in the car.,pack the purchased items.,go to the store by car.,1,effect
8963059,put items i need in cart.,go up to check out line.,pick up bags.,0,effect
94092702,park car at the parking.,go to the store by car.,get a basket if needed.,0,cause
81449925,place items on conveyer belt.,pick up refridgerated and frozen items last.,walk through store and place items you want into cart.,0,cause
4732427,pay for items purchased.,make a list of what you need.,"get any non-expiring products first.next, go for items like fruit, vegetables, eggs, and bread.finally, get any dairy items.",1,cause
7359913,take the list of items to purchase you made to store.,pay for your groceries.,cross them off your list(check if all items on list are purchased).,1,effect
95235014,go inside and pick up items.,go to grocery shop by walking.,put the bagged items in the cart.,0,cause
97416181,find products and put products in your cart.,pay for items with cash or credit.,go to grocery store by car.,0,effect
2170147,go to car.,put groceries on belt.,find a grocery store.drive  to the store.,1,cause
478823,walk in to the store.,make grocery list.,get inside the car.,1,cause
15926186,bring items to checkout.,cashier gives you total amount to be paid.,take groceries out and arrange them in kitchen.,0,effect
6887438,pay for your groceries.,get a basket if needed.,let the cashier ring up your items.,1,cause
87579498,get the bill.,get to the counter.,walk through aisles.,0,cause
6040442,take groceries one by one for billing.,go down aisles.,bring items to checkout.,1,cause
81878315,take the money out of wallet for paying the bill.,pick groceries from shelf and ddd them to cart.,in your favorite store take a trolley if more things to be purchased or a bag for small.,0,cause
99316487,cashier rings up items.,"pay for your groceries with either cash, check, or debit or credit.",make grocery list based off of menu.,0,effect
4528143,find groceries.,let the cashier ring up your items.,push cart back to car.put groceries in trunk.,0,effect
3561469,put bags in cart.,pack the things in your bag and prepare to leave the mall.,grab a cart.,1,cause
94393699,go into store.,drive to the grocery store.,cashier gives you total amount to be paid.,0,cause
4477679,wait for the cashier to ring the order up.,go to the store by driving.,find the items you want to purchase from grocery rack.,1,cause
9127707,look for the food you want.put food in cart.,"as the cashier bags items, place them back into your cart.",put all of your groceries on the belt for the cashier to ring up and bag.,1,effect
98643084,cashier gives total amount to be paid.,take cart to checkout line.,"if necessary, bag your items.",0,cause
92787850,bagger places in cart.,bring reusable grocery bags.,go back to car.load groceries in trunk.,0,cause
98603834,go to the front of the store to check out.,cashier gives you total amount to be paid.,enter store.,0,effect
96823274,put items on counter.,find the items you want to purchase from grocery rack.,push cart to your car.put groceries in your trunk.,0,cause
7001837,take groceries one by one for billing.,put bought items in car.,pay for items.,1,effect
17613014,get in the car.,go to check out line in front of store.,go to grocery store by car.,1,effect
82027790,pay for items at check out.,find items you want to buy.place items in grocery cart.,get out of car and move towards grocery store.,0,cause
3138864,get out of car and move towards grocery store.,pack items.,take bags to car.,1,effect
29616861,take the grocery bags to the car.,go to grocery store by car.,let the cashier ring up your items.,0,cause
99397153,let the cashier ring up your items.,pay for the grocery.,go to the store by your own vehicle.,0,effect
1770117,go to grocery store by car.,go in store.,navigate to checkout.,0,effect
3793789,go to check out line in front of store.,go aisle by aisle putting the items i want in the cart.,put items i need in cart.,1,cause
82142374,"pay for your groceries with either cash, check, or debit or credit.",go inside.,go through store picking items.,1,cause
4141368,find items on grocery shelf.place items into basket.,put bags in car.,go to the check out area.,1,effect
98557254,wait for the cashier to ring the order up.,head for the counter.,walk out to the car.put the items in the car.,0,cause
94349525,enter grocery store.,pay cashier.,make a trip to the store by car.,1,cause
25730672,drive to grocery store.,pack the things in your bag and prepare to leave the mall.,take groceries to car.,1,effect
3038521,go to car.,put groceries on belt.,park car at the parking.,1,cause
96569283,go to cash register.,"select the items from shelf, get them one by one.",walk to the car with my groceries.unload the groceries into the backseat of my car.,0,cause
98483501,go to the check out area.,wait for cashier to finish ringing you up.,enter grocery store.,0,effect
5947237,go to check out line.,put items on belt.,walk to the car with my groceries.unload the groceries into the backseat of my car.,0,effect
82512302,pack items.,find items on grocery rack.,get a shopping cart if required.,0,cause
4592028,find products and put products in your cart.,wait to know the total amount to be paid.,"as the cashier bags items, place them back into your cart.",0,effect
96843798,find the items you want to purchase from grocery rack.,watch prices as the checker scans.,put all of your groceries on the belt for the cashier to ring up and bag.,0,effect
10661578,bring cart to cashier.,wait in line.,check out the things.,1,effect
2613378,go to store by driving.,take groceries to your car and load them up.,bagger bags groceries.,0,effect
57382041,take cart to checkout.,pack purchased grocery items.,pay cashier.,1,effect
81443089,put your items on the counter or belt to be scanned and rang up.,pick up refridgerated and frozen items last.,go into store and locate items to buy.,0,cause
96775933,put groceries on belt.,walk aisles with cart and fill with items.,the last but not least one is you must set right what you purchase in the same day at kitchen.,0,cause
4116027,find products and put products in your cart.,put bags in car and go home.,take your items to the checkout counter.,1,effect
2400905,drive to grocery store of choice.,push cart back to car.put groceries in trunk.,"after finding everything you need, go to cashier.",0,effect
3806755,take to check out.,"walk through the aisles of the store, add items to your cart.",find the items you want to purchase from grocery rack.,1,cause
7084588,pay for the groceries.,go to store by driving.,"when all items are scanned, the cashier will give you a total.",1,cause
99475810,bill it in the counter.,get the bill for groceries.,get into my car.,0,effect
25201970,find a grocery store.drive  to the store.,gather items from grocery rack.,enter the shopping place and take a trolley.,1,effect
97119728,"select the items from shelf, get them one by one.",pay for grocery.,put groceries on belt.,0,effect
609956,put bought items in car.,check out the things.,get in the car.,1,cause
9150812,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,drive items home.,load items from the cart onto the checkout lane's belt.,1,effect
57326992,"when you are finished picking out what you want to purchase, go to the check out line.",return cart to store.,pay for the grocery.,1,effect
25514511,drive to grocery store.,go to check out stand and pay for items.,go back to car.load groceries in trunk.,1,effect
81549851,put items on table.,get things from grocery shelf.,make a grocery list.,0,cause
99238312,take your items to the checkout counter.,get receipt.,go to the grocery store by car.,0,effect
2353490,take cart to car.take bags out of cart and place into car.,"select the items from shelf, get them one by one.",go to the favorite grocery shop by car.,1,cause
5112482,"get any non-expiring products first.next, go for items like fruit, vegetables, eggs, and bread.finally, get any dairy items.",pay for groceries.,leave the store.,0,effect
223099,make grocery list.,walk down desired aisles.,take the list of items to purchase you made to store.,1,effect
4840357,pay for your items.,travel to grocery store by bus.,get what you need from the aisles.,1,cause
3033160,put items into car and drive home.,cashier rings up items.,park.,1,cause
98630330,cashier gives you total amount to be paid.,go to cash register.,fill the fridge with purchased items which are needed to be stored in cool place.,0,cause
6759612,get the bill.,take list to store.,go to cash register.,1,cause
7018688,get the bill for groceries.,find parking spot.park car.,wait for the cashier to ring the order up.,1,cause
6051232,check out the things.,get tote bag.,bring cart to register.,1,cause
1807285,get to a shop by driving.,enter grocery store.,watch prices as the checker scans.,0,effect
94098813,park.,get to a shop by driving.,take food home.,0,cause
8892784,gather items from grocery rack.,proceed to checkout.,drive home and put away groceries.,0,effect
67812653,"once all items are bagged, pay the cashier.",leave store with items and go home.,get the bill.,1,effect
97847787,find the items you want to purchase from grocery rack.,get receipt.,inventory your cupboards.make a list of what you need.,0,effect
2068205,write list.,leave store with items and go home.,check your list at each aisle to ensure you haven't missed anything.,1,effect
28519,make a shopping list based on the menu and items you need.,carry the list of items to store.,wait in line for your turn.,0,effect
5163435,find things required to buy.put them in cart.,take bags to car.,pay for groceries.,1,effect
86783219,wait for the cashier to ring the order up.,bring items to checkout.,make a list of groceries needed.,0,cause
4035634,find things required to buy.put them in cart.,put groceries at appropriate place in kitchen.,get to the counter.,1,effect
6298118,pay for grocery.,check existing stock.make a list of needed items.,"when you have completed getting items on your list, head toward the checkout lanes.",1,cause
4158481,present any coupons you may have for items purchased.,walk down desired aisles.,pick up refridgerated and frozen items last.,1,cause
4417509,wait for the cashier to ring the order up.,park.,get things from grocery shelf.,1,cause
97305714,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",walk in store.,pay for the grocery.,1,effect
444707,get inside the car.,drive the car to the grocery.,wait in line for your turn.,0,effect
82200820,pay for grocery.,get in the car.,find the items you want to purchase from grocery rack.,1,cause
16559001,go to check out line.,go to car.,get receipt.,1,effect
96364365,look for the food you want.put food in cart.,go to cashier.,find a grocery store.drive  to the store.,0,effect
2337935,unload grocery into your car.,"if necessary, bag your items.",go to grocery store by car.,1,cause
96802858,put your items on the counter or belt to be scanned and rang up.,pick up everything and put into your cart.,leave.,0,cause
8902715,find items that you need.,go to check out line.,bring things to the home.,0,effect
94354886,enter store.,"pay for your groceries with either cash, check, or debit or credit.",take your car and drive to grocery shop.,1,cause
81923067,pay for items with cash or credit.,put items on table.,put items in cart while shopping.,1,cause
6105572,take your purchase to the front.,take the grocery bags to the car.,check out food.,1,effect
397333,get inside the car.,drive the car to the grocery.,go to check out.,0,effect
7042884,pay for it .,have cashier check you out.,cashier gives you total.,1,cause
99295832,take the money out of wallet for paying the bill.,wait for cashier to finish ringing you up.,bag the groceries.,0,cause
96546181,"when you have completed getting items on your list, head toward the checkout lanes.",pick up what is needed from the shelves.place in the trolley properly.,bring the groceries home.,0,cause
92465504,take the list of items to purchase you made to store.,make a list of what you need.,get a cart.,0,cause
9160675,go through store picking items.,drive back home.,place items on conveyer belt.,1,effect
96267656,walk aisles with cart and fill with items.,get into car.,go to cashier.,1,effect
94063091,park car at the parking.,make a trip to the store by car.,take to check out.,0,cause
4155122,walk aisles with cart and fill with items.,pick up bags.,go to check out.,1,effect
25730197,drive to nearby grocery store.,wait in line for your turn.,put bags in car and go home.,1,effect
81517256,place items in cart on belt for cashier to scan.,put items in cart you want .,go to grocery store by vehicle.,0,cause
78275409,go to check out stand and pay for items.,walk to the car with my groceries.unload the groceries into the backseat of my car.,put your items on the counter or belt to be scanned and rang up.,1,effect
98368474,have cashier check you out.,take cart to cash register.,drive home.,0,cause
99640179,pay for food.,get the bill for groceries.,enter the grocery store and grab a shopping cart.,0,effect
4568587,cashier gives you total.,enter grocery store.,find the required items.,1,cause
59206248,take bags to your car.,park car at the parking.,find cart.,0,cause
4689731,pay the total amount.,put your items on the counter or belt to be scanned and rang up.,find the items you want to purchase from grocery rack.,1,cause
96270672,"go to shelf and get the boxed, bagged, jarred food items.",go to the check out area.,get a grocery cart.,0,effect
97350283,"select the items from shelf, get them one by one.",pay for items with cash or credit.,"push cart around store, getting items from list.",0,effect
29673106,take cart to car.take bags out of cart and place into car.,go to grocery store by car.,grab a grocery cart.,0,cause
7202990,get receipt.,pack purchased grocery items.,pay for grocery.,1,cause
1720150,walk into store.,make a list of what you need.,go to grocery store by car.,1,cause
185816,turn on the car.,go to car.,wait for the cashier to ring the order up.,0,effect
98893505,bring cart to register.,enter grocery store.,pay for it .,1,effect
25686633,go to the favorite grocery shop by car.,pay cashier.,take groceries to your car and load them up.,1,effect
2105697,put items into car and drive home.,take cart to checkout line.,drive to nearby grocery store.,1,cause
87566009,get the bill for groceries.,take cart to checkout line.,make list of needed items.,0,cause
95549928,walk out to the car.put the items in the car.,park car at the parking.,place cart into cart corral.,0,cause
2593881,take your car and drive to grocery shop.,take cart to car.take bags out of cart and place into car.,"push cart around store, getting items from list.",0,effect
56312368,gather items from shelves.,wait in line at checkout.,bagger bags groceries.,1,effect
683936,get into car.,push cart to your car.put groceries in your trunk.,find products and put products in your cart.,0,effect
4555744,"when all items are scanned, the cashier will give you a total.",first see that you prepare the entire list for shopping.double check with the list you prepared is in low quantity or null in your house.,find the items on grocery shelf.put them in your cart.,1,cause
3117542,park.,leave.,put bags in car and go home.,1,effect
78255798,take cart to checkout.,take groceries out and arrange them in kitchen.,put items on conveyor belt.,1,effect
23509412,get inside the car.,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",take cart to car.put bags in car.,1,effect
87001949,take the money out of wallet for paying the bill.,take the full cart to the checkout lane.,retrieve a cart (if necessary).,0,cause
13608863,park your car.,put bags in car.,"after finding everything you need, go to cashier.",0,effect
8918927,take things off shelf.,take cart to cash register.,wait in line for your turn.,0,effect
5940458,take the full cart to the checkout lane.,unload items onto conveyer belt.,take your groceries to your car and place them in the car.,0,effect
98976592,go to checkout.,pay for them at the register.,find a grocery store.drive  to the store.,0,effect
87300356,pay total.,line up to pay.,bring items to cashier at front of store.,1,cause
5510516,check whether the list is complete(all things on list are purchased).,go to store by driving.,make list.,1,cause
94146615,find parking spot.park car.,go to the favorite grocery shop by car.,find the food you need and put in cart.,0,cause
3990265,take to check out.,make a list of things needed before leaving home.,put them in the cart.,1,cause
94154030,park car at the parking.,go to the store by driving your own vehicle.,gather items from shelves.,0,cause
95239211,enter the store.,walk to the store.,cross them off your list(check if all items on list are purchased).,0,cause
82089298,pay for the grocery.,select grocery items from shelf.,get a shopping cart if required.,0,cause
82123679,pay for items at check out.,enter store.,go through store picking items.,1,cause
241450,making grocery list.,take out the shopping list from the car.,check out food.,0,effect
5958007,"after finding everything you need, go to cashier.",load items from the cart onto the checkout lane's belt.,bag food.,0,effect
81657541,wait for them to be scanned.,"go to shelf and get the boxed, bagged, jarred food items.",make a grocery list of items to buy.,0,cause
96511611,take your purchase to the front.,look for the food you want.put food in cart.,take items home in bags.,0,cause
5041704,"go to shelf and get the boxed, bagged, jarred food items.",pay for your groceries.,go through a check out line.,0,effect
96239657,gather items from shelves.,proceed to checkout.,go up and down the aisles.,0,effect
67824644,pay for items with cash or credit.,bagger places items into bags.,get receipt.,1,effect
4938351,pay the total amount.,wait in line for checkout.,pick groceries from shelf and ddd them to cart.,1,cause
6901356,pay the cashier for your items.,grab shopping cart.,take groceries one by one for billing.,1,cause
5797903,remove items from cart.,get inside the car.,go up to check out line.,1,cause
5920534,go to check out stand and pay for items.,place items on conveyer belt.,unload items and keep them in kitchen.,0,effect
1995050,go to the store by driving your own vehicle.,walk into store.,pick up what is needed from the shelves.place in the trolley properly.,0,effect
95355052,walk in to the store.,get a basket if needed.,park.,1,cause
4488728,take groceries one by one for billing.,drive to nearby grocery store.,put items in cart while shopping.,1,cause
4389177,cashier rings up items.,unload items onto conveyer belt.,find items that you need.,1,cause
5107162,find the required items.,pay for it .,leave the store.,0,effect
7119637,get receipt.,go to grocery store by car.,wait to know the total amount to be paid.,1,cause
59179873,walk out to the car.put the items in the car.,park your car.,go to the teller with the items.,0,cause
87079850,pay for your groceries.,check existing stock.make a list of needed items.,bring cart to cashier.,1,cause
13632832,find parking spot.park car.,return to home with items.,walk out to the car.put the items in the car.,1,effect
97454278,look for the food you want.put food in cart.,pay the cashier.,go to the favorite grocery shop by car.,0,effect
96761802,put food in cart from grocery rack.,load items from the cart onto the checkout lane's belt.,get out of car and move towards grocery store.,0,effect
251988,make grocery list based off of menu.,take out the shopping list from the car.,"get any non-expiring products first.next, go for items like fruit, vegetables, eggs, and bread.finally, get any dairy items.",0,effect
82545300,pack items.,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",pay total.,0,cause
82047782,pay for your items.,get things from grocery shelf.,get shopping cart.,0,cause
5238786,pack items.,make a list of what is needed.,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",1,cause
468169,get in car.,park your car.,leave grocery store.,0,effect
96469128,take cart to checkout line.,take things off shelf.,put bags in cart.,0,cause
4193782,place groceries items on conveyor belt.,walk down desired aisles.,pick up refridgerated and frozen items last.,1,cause
6104827,go to check out stand and pay for items.,walk out to the car.put the items in the car.,wait for the cashier to ring the order up.,1,effect
82448834,put groceries in a bag.,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",go to cash register.,0,cause
74955123,get a shopping cart.,put bags in car.,return cart to store.,1,effect
98473526,go to checkout line.,wait for cashier to finish ringing you up.,walk into store.,0,effect
6112876,take to check out.,put items into car and drive home.,wait for them to be scanned.,1,effect
6413094,pay for your groceries.,cross them off your list(check if all items on list are purchased).,go to checkout.,1,cause
97514393,pay and check out.,drive home.,find items on grocery shelf.place items into basket.,1,cause
4897470,pay total amount and check out.,go down each aisle and put the groceries you would like to purchase in your cart.,get what you need from the aisles.,1,cause
82016955,pay for your items.,pick groceries from shelf and ddd them to cart.,take out the shopping list from the car.,0,cause
210441,make a list of things needed before leaving home.,get cart.,carry the list of items to store.,1,effect
2594518,drive to nearest grocery store.,wait in line for checkout.,put bought items in car.,1,effect
95992555,find cart.,place bags of groceries into cart.,enter the store.,0,effect
98750824,go to the checkout and pay.,pay for items with cash or credit.,make a grocery list of items to buy.,0,effect
3807635,navigate to checkout.,find what aisles you need to go to.,fill the shopping cart with grocery items.,1,cause
2612603,make a trip to the store by car.,take your groceries to your car and place them in the car.,pack purchased grocery items.,0,effect
8953682,walk aisles with cart and fill with items.,go to check out stand and pay for items.,unload grocery into your car.,0,effect
59220239,take bags to your car.,park.,pay the total amount.,0,cause
13605136,park.,go to the check out area.,take bags to car.,1,effect
25584803,drive to the grocery store.,put groceries on belt.,push cart to your car.put groceries in your trunk.,1,effect
