,premise,choice1,choice2,label,question
125,call and check departure time.,ensure transportation is secured in lot.,first you have to plan where you want to go.,1,cause
126,check train schedules.,park car .,first you have to plan where you want to go.,1,cause
127,locate a train schedule.,park at station.,choose a destination.,1,cause
129,call and check departure time.,park car at parking.,first you have to plan where you want to go.,1,cause
130,check train time.,ensure transportation is secured in lot.,choose a destination.,1,cause
131,call and check departure time.,park car.,choose a destination.,1,cause
132,first you have to plan where you want to go.,look up train information online.,enter the train station.,0,effect
133,determine a location to go to by train.,look up train information online.,enter into the railway station.,0,effect
134,first you have to plan where you want to go.,check train time.,enter the train station.,0,effect
135,first you have to plan where you want to go.,look at all the times and pick a destination.,enter into the railway station.,0,effect
136,first you have to plan where you want to go.,locate a train schedule.,enter train station.,0,effect
137,first you have to plan where you want to go.,check train time.,enter train station.,0,effect
138,determine a location to go to by train.,look at all the times and pick a destination.,enter the train station.,0,effect
139,determine a location to go to by train.,check train schedules.,enter train station.,0,effect
140,determine a location to go to by train.,check train time.,enter into the railway station.,0,effect
141,first you have to plan where you want to go.,check train schedules.,enter into the railway station.,0,effect
142,determine a location to go to by train.,look at all the times and pick a destination.,enter train station from front gate.,0,effect
143,check train schedules.,enter train station.,first you have to plan where you want to go.,1,cause
144,call and check departure time.,enter into the railway station.,choose a destination.,1,cause
145,check train time.,enter the train station.,determine a location to go to by train.,1,cause
147,call and check departure time.,enter train station from front gate.,choose a destination.,1,cause
148,locate a train schedule.,enter the train station.,determine a location to go to by train.,1,cause
149,call and check departure time.,enter into the railway station.,first you have to plan where you want to go.,1,cause
150,look on schedule board for departure information.,enter the train station.,determine a location to go to by train.,1,cause
151,locate a train schedule.,enter into the railway station.,determine a location to go to by train.,1,cause
152,call and check departure time.,enter train station.,choose a destination.,1,cause
153,check train time.,enter train station.,choose a destination.,1,cause
154,choose a destination.,look up train information online.,get out of car.,0,effect
156,first you have to plan where you want to go.,locate a train schedule.,get out of car.,0,effect
157,determine a location to go to by train.,look on schedule board for departure information.,get out of car.,0,effect
158,first you have to plan where you want to go.,check train schedules.,get out of car.,0,effect
159,first you have to plan where you want to go.,check train schedule.,get out of car.,0,effect
161,determine a location to go to by train.,check train schedules.,get out of car.,0,effect
162,determine a location to go to by train.,check train schedule.,get out of car.,0,effect
164,choose a destination.,check train schedules.,get out of car.,0,effect
165,check train schedule.,get out of car.,choose a destination.,1,cause
166,look at all the times and pick a destination.,get out of car.,first you have to plan where you want to go.,1,cause
167,look at all the times and pick a destination.,get out of car.,choose a destination.,1,cause
168,check train schedules.,get out of car.,choose a destination.,1,cause
169,check train schedules.,get out of car.,determine a location to go to by train.,1,cause
170,look on schedule board for departure information.,get out of car.,first you have to plan where you want to go.,1,cause
172,look up train information online.,get out of car.,choose a destination.,1,cause
173,look on schedule board for departure information.,get out of car.,choose a destination.,1,cause
175,locate a train schedule.,get out of car.,choose a destination.,1,cause
176,first you have to plan where you want to go.,call and check departure time.,go to counter.,0,effect
177,determine a location to go to by train.,look up train information online.,go to ticket office.,0,effect
178,determine a location to go to by train.,call and check departure time.,go to ticket window.,0,effect
179,choose a destination.,look on schedule board for departure information.,walk to ticket counter.,0,effect
180,choose a destination.,check train schedule.,go to counter.,0,effect
181,choose a destination.,look at all the times and pick a destination.,walk to ticket counter.,0,effect
182,determine a location to go to by train.,check train schedule.,go to ticket window.,0,effect
183,choose a destination.,check train schedule.,go to ticket office.,0,effect
184,first you have to plan where you want to go.,call and check departure time.,go to ticket window.,0,effect
186,determine a location to go to by train.,check train schedules.,get to ticket booth.,0,effect
187,call and check departure time.,go to ticket office.,first you have to plan where you want to go.,1,cause
188,check train time.,get to ticket booth.,choose a destination.,1,cause
189,check train time.,get to ticket booth.,determine a location to go to by train.,1,cause
190,look on schedule board for departure information.,go to ticket window.,determine a location to go to by train.,1,cause
191,look on schedule board for departure information.,go to ticket office.,first you have to plan where you want to go.,1,cause
192,look on schedule board for departure information.,go to counter.,determine a location to go to by train.,1,cause
193,check train schedule.,go to ticket window.,first you have to plan where you want to go.,1,cause
194,check train time.,walk to ticket counter.,choose a destination.,1,cause
195,call and check departure time.,get to ticket booth.,first you have to plan where you want to go.,1,cause
196,look on schedule board for departure information.,get to ticket booth.,determine a location to go to by train.,1,cause
197,look at all the times and pick a destination.,go to ticket office.,first you have to plan where you want to go.,1,cause
198,first you have to plan where you want to go.,look up train information online.,stand in queue in front of a ticket counter and wait.,0,effect
199,choose a destination.,check train schedules.,get in line to buy ticket.,0,effect
200,first you have to plan where you want to go.,look on schedule board for departure information.,stand in queue in front of a ticket counter and wait.,0,effect
201,determine a location to go to by train.,look up train information online.,get in line to buy ticket.,0,effect
202,first you have to plan where you want to go.,call and check departure time.,wait in line for getting ticket if not booked already.,0,effect
203,determine a location to go to by train.,check train time.,get in line to buy ticket.,0,effect
204,first you have to plan where you want to go.,locate a train schedule.,stand in queue in front of a ticket counter and wait.,0,effect
205,choose a destination.,look on schedule board for departure information.,stand in queue in front of a ticket counter and wait.,0,effect
207,determine a location to go to by train.,check train schedule.,get in line to buy ticket.,0,effect
208,choose a destination.,look at all the times and pick a destination.,stand in queue in front of a ticket counter and wait.,0,effect
209,look up train information online.,wait in line for getting ticket if not booked already.,determine a location to go to by train.,1,cause
210,check train schedule.,get in line to buy ticket.,determine a location to go to by train.,1,cause
211,locate a train schedule.,stand in queue in front of a ticket counter and wait.,determine a location to go to by train.,1,cause
212,check train schedule.,wait in line for getting ticket if not booked already.,choose a destination.,1,cause
213,look up train information online.,get in line to buy ticket.,choose a destination.,1,cause
214,call and check departure time.,wait in line for getting ticket if not booked already.,choose a destination.,1,cause
215,call and check departure time.,wait in line for getting ticket if not booked already.,first you have to plan where you want to go.,1,cause
216,check train time.,get in line to buy ticket.,determine a location to go to by train.,1,cause
217,look up train information online.,wait in line for getting ticket if not booked already.,first you have to plan where you want to go.,1,cause
218,look at all the times and pick a destination.,wait in line for getting ticket if not booked already.,choose a destination.,1,cause
219,check train schedule.,wait in line for getting ticket if not booked already.,first you have to plan where you want to go.,1,cause
220,determine a location to go to by train.,check train schedules.,buy a ticket from counter.,0,effect
221,determine a location to go to by train.,locate a train schedule.,purchase tickets.,0,effect
222,first you have to plan where you want to go.,look up train information online.,buy a train ticket.,0,effect
223,determine a location to go to by train.,check train schedules.,buy a train ticket.,0,effect
224,determine a location to go to by train.,check train schedule.,purchase train tickets.,0,effect
225,determine a location to go to by train.,call and check departure time.,purchase tickets.,0,effect
226,choose a destination.,look at all the times and pick a destination.,purchase tickets.,0,effect
227,first you have to plan where you want to go.,look at all the times and pick a destination.,buy ticket.,0,effect
228,first you have to plan where you want to go.,check train schedules.,pay for ticket.,0,effect
229,choose a destination.,check train schedules.,pay for train ticket.,0,effect
230,first you have to plan where you want to go.,check train time.,purchase your train ticket.,0,effect
231,look at all the times and pick a destination.,pay for ticket.,determine a location to go to by train.,1,cause
232,check train schedule.,buy ticket.,choose a destination.,1,cause
233,call and check departure time.,purchase train tickets.,determine a location to go to by train.,1,cause
234,call and check departure time.,buy ticket.,determine a location to go to by train.,1,cause
235,call and check departure time.,buy ticket to train.,determine a location to go to by train.,1,cause
236,check train time.,purchase ticket.,first you have to plan where you want to go.,1,cause
237,call and check departure time.,buy a ticket from counter.,choose a destination.,1,cause
238,locate a train schedule.,buy a ticket at the window.,determine a location to go to by train.,1,cause
239,call and check departure time.,determine a location to go to by train.,buy a train ticket.,0,cause
240,check train schedules.,buy ticket to train.,choose a destination.,1,cause
241,look up train information online.,buy ticket.,first you have to plan where you want to go.,1,cause
242,choose a destination.,look on schedule board for departure information.,find out what platform the train will be on.,0,effect
243,first you have to plan where you want to go.,check train schedules.,find the correct platform.,0,effect
244,determine a location to go to by train.,look on schedule board for departure information.,find out what platform the train will be on.,0,effect
245,first you have to plan where you want to go.,locate a train schedule.,find the correct platform.,0,effect
246,choose a destination.,look on schedule board for departure information.,find the correct platform.,0,effect
247,determine a location to go to by train.,look up train information online.,find the correct platform.,0,effect
249,first you have to plan where you want to go.,look at all the times and pick a destination.,find the correct platform.,0,effect
250,first you have to plan where you want to go.,locate a train schedule.,find out what platform the train will be on.,0,effect
251,determine a location to go to by train.,look up train information online.,find out what platform the train will be on.,0,effect
252,choose a destination.,locate a train schedule.,find out what platform the train will be on.,0,effect
253,look on schedule board for departure information.,find out what platform the train will be on.,first you have to plan where you want to go.,1,cause
254,look on schedule board for departure information.,find the correct platform.,choose a destination.,1,cause
255,locate a train schedule.,find the correct platform.,choose a destination.,1,cause
256,check train time.,find out what platform the train will be on.,first you have to plan where you want to go.,1,cause
258,call and check departure time.,find the correct platform.,choose a destination.,1,cause
259,check train schedules.,find the correct platform.,first you have to plan where you want to go.,1,cause
260,check train schedule.,find out what platform the train will be on.,determine a location to go to by train.,1,cause
261,check train schedules.,find out what platform the train will be on.,first you have to plan where you want to go.,1,cause
262,look at all the times and pick a destination.,find out what platform the train will be on.,choose a destination.,1,cause
263,check train schedule.,find the correct platform.,first you have to plan where you want to go.,1,cause
264,first you have to plan where you want to go.,walk through roundabout.,locate a train schedule.,1,effect
265,choose a destination.,walk through roundabout.,look up train information online.,1,effect
266,determine a location to go to by train.,walk through roundabout.,look at all the times and pick a destination.,1,effect
268,choose a destination.,walk through roundabout.,check train schedule.,1,effect
270,determine a location to go to by train.,walk through roundabout.,check train schedule.,1,effect
271,determine a location to go to by train.,walk through roundabout.,call and check departure time.,1,effect
272,determine a location to go to by train.,walk through roundabout.,look up train information online.,1,effect
273,choose a destination.,walk through roundabout.,check train time.,1,effect
274,first you have to plan where you want to go.,walk through roundabout.,look on schedule board for departure information.,1,effect
275,look on schedule board for departure information.,walk through roundabout.,choose a destination.,1,cause
276,check train time.,walk through roundabout.,choose a destination.,1,cause
277,look up train information online.,walk through roundabout.,choose a destination.,1,cause
278,look on schedule board for departure information.,walk through roundabout.,first you have to plan where you want to go.,1,cause
279,look up train information online.,walk through roundabout.,first you have to plan where you want to go.,1,cause
280,look at all the times and pick a destination.,walk through roundabout.,choose a destination.,1,cause
281,look up train information online.,walk through roundabout.,determine a location to go to by train.,1,cause
282,check train schedules.,walk through roundabout.,determine a location to go to by train.,1,cause
283,check train time.,walk through roundabout.,determine a location to go to by train.,1,cause
284,check train schedule.,walk through roundabout.,first you have to plan where you want to go.,1,cause
286,determine a location to go to by train.,check train time.,go to the platform where the train arrives.,0,effect
287,first you have to plan where you want to go.,call and check departure time.,leave to designated area.,0,effect
288,first you have to plan where you want to go.,check train time.,go to the correct train platform.,0,effect
289,determine a location to go to by train.,look at all the times and pick a destination.,go to platform.,0,effect
290,choose a destination.,check train time.,go to the platform where the train arrives.,0,effect
291,first you have to plan where you want to go.,check train schedules.,go to platform.,0,effect
292,choose a destination.,look on schedule board for departure information.,go to the platform where the train is expected.,0,effect
293,first you have to plan where you want to go.,check train schedule.,walk to the train platform.,0,effect
294,determine a location to go to by train.,check train schedules.,go to the correct train platform.,0,effect
296,first you have to plan where you want to go.,look at all the times and pick a destination.,find rail for your train.,0,effect
297,look up train information online.,go on platform.,determine a location to go to by train.,1,cause
298,call and check departure time.,go to the platform where the train is expected.,determine a location to go to by train.,1,cause
299,check train time.,go to the platform where the train is expected.,choose a destination.,1,cause
300,look up train information online.,go to the platform where the train arrives.,first you have to plan where you want to go.,1,cause
301,check train schedules.,leave to designated area.,first you have to plan where you want to go.,1,cause
302,locate a train schedule.,go to platform.,first you have to plan where you want to go.,1,cause
303,check train time.,walk to the train platform.,determine a location to go to by train.,1,cause
304,locate a train schedule.,leave to designated area.,choose a destination.,1,cause
305,check train schedules.,go on platform.,choose a destination.,1,cause
306,call and check departure time.,go to the assigned track.,choose a destination.,1,cause
307,look at all the times and pick a destination.,go to the assigned track.,choose a destination.,1,cause
308,determine a location to go to by train.,look at all the times and pick a destination.,wait for boarding time for train.,0,effect
309,first you have to plan where you want to go.,check train schedules.,wait for train.,0,effect
310,first you have to plan where you want to go.,look up train information online.,wait for boarding time for train.,0,effect
311,determine a location to go to by train.,check train schedules.,wait for train.,0,effect
312,determine a location to go to by train.,look on schedule board for departure information.,wait for your train to be announced.,0,effect
313,determine a location to go to by train.,check train schedule.,wait for train.,0,effect
314,determine a location to go to by train.,look on schedule board for departure information.,wait at station.,0,effect
315,choose a destination.,locate a train schedule.,wait for train.,0,effect
316,determine a location to go to by train.,call and check departure time.,wait at train stop.,0,effect
317,determine a location to go to by train.,check train time.,wait for train.,0,effect
318,determine a location to go to by train.,check train schedule.,wait for the train to arrive.,0,effect
319,look at all the times and pick a destination.,wait for train.,first you have to plan where you want to go.,1,cause
320,look on schedule board for departure information.,wait for your train to pull up to station.,determine a location to go to by train.,1,cause
321,check train time.,wait for train to arrive.,first you have to plan where you want to go.,1,cause
322,check train schedules.,wait for train.,choose a destination.,1,cause
323,call and check departure time.,wait on platform for train.,choose a destination.,1,cause
324,call and check departure time.,wait for train.,determine a location to go to by train.,1,cause
325,check train time.,wait until time to board train.,determine a location to go to by train.,1,cause
326,check train schedule.,wait for train to arrive.,determine a location to go to by train.,1,cause
327,look at all the times and pick a destination.,wait for train to arrive.,choose a destination.,1,cause
328,call and check departure time.,wait for train.,first you have to plan where you want to go.,1,cause
329,check train schedule.,wait on platform.,choose a destination.,1,cause
330,determine a location to go to by train.,locate a train schedule.,train arrives at the platform.,0,effect
331,first you have to plan where you want to go.,call and check departure time.,train arrives at time on the platform.,0,effect
332,determine a location to go to by train.,call and check departure time.,train arrives at time on the platform.,0,effect
333,determine a location to go to by train.,look at all the times and pick a destination.,train arrives at time on the platform.,0,effect
334,first you have to plan where you want to go.,look up train information online.,train arrives at time on the platform.,0,effect
335,determine a location to go to by train.,look on schedule board for departure information.,train arrives at the platform.,0,effect
336,choose a destination.,call and check departure time.,train arrives at time on the platform.,0,effect
337,first you have to plan where you want to go.,look up train information online.,train arrives at the platform.,0,effect
338,first you have to plan where you want to go.,check train schedules.,train arrives at time on the platform.,0,effect
339,first you have to plan where you want to go.,look at all the times and pick a destination.,train arrives at time on the platform.,0,effect
340,first you have to plan where you want to go.,look on schedule board for departure information.,train arrives at the platform.,0,effect
341,look on schedule board for departure information.,train arrives at the platform.,choose a destination.,1,cause
342,check train time.,train arrives at time on the platform.,determine a location to go to by train.,1,cause
344,look up train information online.,train arrives at the platform.,first you have to plan where you want to go.,1,cause
345,look at all the times and pick a destination.,train arrives at the platform.,determine a location to go to by train.,1,cause
346,check train schedules.,train arrives at time on the platform.,first you have to plan where you want to go.,1,cause
347,look at all the times and pick a destination.,train arrives at time on the platform.,determine a location to go to by train.,1,cause
348,look on schedule board for departure information.,train arrives at time on the platform.,first you have to plan where you want to go.,1,cause
349,call and check departure time.,train arrives at time on the platform.,first you have to plan where you want to go.,1,cause
350,call and check departure time.,train arrives at time on the platform.,determine a location to go to by train.,1,cause
351,look up train information online.,train arrives at time on the platform.,first you have to plan where you want to go.,1,cause
352,determine a location to go to by train.,call and check departure time.,board train when it arrives.,0,effect
353,determine a location to go to by train.,call and check departure time.,get on train.,0,effect
354,first you have to plan where you want to go.,call and check departure time.,getting into train when arrives.,0,effect
355,first you have to plan where you want to go.,check train schedules.,enter train.,0,effect
356,determine a location to go to by train.,look on schedule board for departure information.,board train.,0,effect
357,choose a destination.,check train time.,"when the train comes , get up and enter the train.",0,effect
358,choose a destination.,look up train information online.,get on the train and enjoy.,0,effect
359,first you have to plan where you want to go.,check train schedule.,get on the train and enjoy.,0,effect
360,determine a location to go to by train.,check train schedules.,"when the train comes , get up and enter the train.",0,effect
361,first you have to plan where you want to go.,look up train information online.,board train.,0,effect
362,first you have to plan where you want to go.,look at all the times and pick a destination.,board train.,0,effect
363,check train time.,get in train.,determine a location to go to by train.,1,cause
364,check train schedule.,get on train.,choose a destination.,1,cause
365,look on schedule board for departure information.,get on train.,first you have to plan where you want to go.,1,cause
366,check train schedules.,get on train.,determine a location to go to by train.,1,cause
367,check train time.,board train and choose a seat.,determine a location to go to by train.,1,cause
368,look on schedule board for departure information.,enter train.,choose a destination.,1,cause
369,check train schedules.,"when train arrives, get on train.",first you have to plan where you want to go.,1,cause
371,call and check departure time.,"when train arrives, board the train.",determine a location to go to by train.,1,cause
372,locate a train schedule.,board train.,first you have to plan where you want to go.,1,cause
373,locate a train schedule.,get on the train and enjoy.,first you have to plan where you want to go.,1,cause
374,first you have to plan where you want to go.,locate a train schedule.,adjust luggage in the luggage space available.,0,effect
375,determine a location to go to by train.,call and check departure time.,put carry on luggage in overhead bin.,0,effect
376,first you have to plan where you want to go.,look at all the times and pick a destination.,adjust luggage in the luggage space available.,0,effect
377,choose a destination.,look up train information online.,put carry on luggage in overhead bin.,0,effect
378,first you have to plan where you want to go.,check train schedules.,keep luggage in the luggage space.,0,effect
379,determine a location to go to by train.,check train schedules.,place luggage down.,0,effect
380,first you have to plan where you want to go.,locate a train schedule.,adjust luggage in the luggage space.,0,effect
381,first you have to plan where you want to go.,call and check departure time.,adjust luggage in the luggage space.,0,effect
382,choose a destination.,check train time.,place luggage down.,0,effect
383,first you have to plan where you want to go.,check train time.,adjust luggage in the luggage space available.,0,effect
384,choose a destination.,check train time.,keep luggage in the luggage space.,0,effect
385,check train time.,keep luggage under the seat.,choose a destination.,1,cause
386,check train time.,keep bag under the seat.,choose a destination.,1,cause
387,look at all the times and pick a destination.,keep luggage in the luggage space.,determine a location to go to by train.,1,cause
388,look on schedule board for departure information.,keep luggage in the luggage space.,determine a location to go to by train.,1,cause
389,call and check departure time.,adjust luggage in the luggage space available.,first you have to plan where you want to go.,1,cause
390,look at all the times and pick a destination.,place luggage down.,choose a destination.,1,cause
391,check train schedule.,keep bag under the seat.,determine a location to go to by train.,1,cause
392,check train time.,keep bag under the seat.,determine a location to go to by train.,1,cause
393,look on schedule board for departure information.,keep bag under the seat.,first you have to plan where you want to go.,1,cause
394,locate a train schedule.,put carry on luggage in overhead bin.,determine a location to go to by train.,1,cause
395,look up train information online.,keep luggage in the luggage space.,choose a destination.,1,cause
396,choose a destination.,locate a train schedule.,sit down.,0,effect
397,determine a location to go to by train.,look up train information online.,find a vacant window seat.,0,effect
398,determine a location to go to by train.,check train schedules.,choose a seat.,0,effect
399,determine a location to go to by train.,check train schedules.,find an empty seat.,0,effect
400,choose a destination.,locate a train schedule.,take a seat.,0,effect
401,choose a destination.,check train time.,find a seat.,0,effect
402,choose a destination.,check train schedule.,find a seat.,0,effect
403,choose a destination.,look up train information online.,find a seat.sit down.,0,effect
404,determine a location to go to by train.,look on schedule board for departure information.,find a vacant window seat.,0,effect
405,choose a destination.,call and check departure time.,find a seat.,0,effect
406,first you have to plan where you want to go.,check train schedules.,find seat.,0,effect
407,call and check departure time.,find a vacant window seat.,choose a destination.,1,cause
408,look at all the times and pick a destination.,find a seat.,determine a location to go to by train.,1,cause
409,call and check departure time.,find a seat.sit down.,determine a location to go to by train.,1,cause
410,look on schedule board for departure information.,take a seat.,determine a location to go to by train.,1,cause
411,look up train information online.,take a seat.,determine a location to go to by train.,1,cause
412,locate a train schedule.,find a seat.,choose a destination.,1,cause
413,check train schedule.,find a vacant window seat.,first you have to plan where you want to go.,1,cause
414,look on schedule board for departure information.,find a seat or stand.,first you have to plan where you want to go.,1,cause
415,check train schedule.,find seat.sit and relax.,choose a destination.,1,cause
416,look up train information online.,find a seat.,choose a destination.,1,cause
417,call and check departure time.,find a seat.,choose a destination.,1,cause
418,first you have to plan where you want to go.,look up train information online.,hand ticket to ticket taker.,0,effect
419,choose a destination.,look on schedule board for departure information.,show ticket to attendant.,0,effect
420,determine a location to go to by train.,look at all the times and pick a destination.,give conductor ticket.,0,effect
421,determine a location to go to by train.,look up train information online.,show conductor your ticket.,0,effect
422,first you have to plan where you want to go.,look at all the times and pick a destination.,give ticket to conductor.,0,effect
423,determine a location to go to by train.,check train schedule.,giving ticket to conductor/ticket taker.,0,effect
424,determine a location to go to by train.,check train schedules.,show ticket to attendant.,0,effect
425,choose a destination.,check train time.,show the ticket checker your ticket.,0,effect
426,choose a destination.,look up train information online.,hand the attendant your ticket.,0,effect
428,first you have to plan where you want to go.,look on schedule board for departure information.,show the ticket checker your ticket.,0,effect
429,check train schedule.,giving ticket to conductor/ticket taker.,first you have to plan where you want to go.,1,cause
430,look up train information online.,show the ticket checker your ticket.,choose a destination.,1,cause
431,look at all the times and pick a destination.,give ticket to the attendant.,determine a location to go to by train.,1,cause
432,check train schedule.,hand your ticket to the conductor.,choose a destination.,1,cause
433,look up train information online.,show the ticket checker your ticket.,determine a location to go to by train.,1,cause
434,look up train information online.,give ticket to attendant.,first you have to plan where you want to go.,1,cause
435,call and check departure time.,show ticket to conductor.,first you have to plan where you want to go.,1,cause
436,look on schedule board for departure information.,give ticket to conductor.,choose a destination.,1,cause
437,call and check departure time.,show the ticket checker your ticket.,choose a destination.,1,cause
438,call and check departure time.,show conductor ticket.,determine a location to go to by train.,1,cause
439,check train time.,show ticket pass.,choose a destination.,1,cause
