,premise,choice1,choice2,label,question
49,find a recipe.,carefully follow instructions step by step.,return home with ingredients which you shopped.,0,effect
50,look up cake recipe.,carefully follow instructions step by step.,return home with ingredients which you shopped.,0,effect
51,find a recipe.,carefully follow instructions step by step.,go home with ingredients.,0,effect
52,get out your recipe.,carefully follow instructions step by step.,go home with purchased ingredients.,0,effect
53,find a recipe.,carefully follow instructions step by step.,come home with the ingredients .,0,effect
54,get your recipe.,carefully follow instructions step by step.,go home with purchased ingredients.,0,effect
55,find a recipe.,carefully follow instructions step by step.,go home with purchased ingredients.,0,effect
56,get cake instructions.,carefully follow instructions step by step.,go home with purchased ingredients.,0,effect
57,look up a recipe.,carefully follow instructions step by step.,go home with ingredients.,0,effect
58,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,go home with ingredients.,0,effect
60,carefully follow instructions step by step.,return home with ingredients which you shopped.,find a recipe.,1,cause
62,carefully follow instructions step by step.,go home with ingredients.,get cake instructions.,1,cause
63,carefully follow instructions step by step.,return home with ingredients which you shopped.,get your recipe.,1,cause
64,carefully follow instructions step by step.,go home with ingredients.,get your recipe.,1,cause
65,carefully follow instructions step by step.,go home with ingredients.,find a recipe.,1,cause
66,carefully follow instructions step by step.,go home with purchased ingredients.,get cake instructions.,1,cause
69,carefully follow instructions step by step.,go home with ingredients.,read the recipe.,1,cause
70,carefully follow instructions step by step.,go home with purchased ingredients.,look up a recipe.,1,cause
72,look up cake recipe.,carefully follow instructions step by step.,enter kitchen.,0,effect
73,get cake instructions.,carefully follow instructions step by step.,go to kitchen.,0,effect
74,get out your recipe.,carefully follow instructions step by step.,go to kitchen.,0,effect
75,find a recipe.,carefully follow instructions step by step.,enter kitchen.,0,effect
76,find a recipe.,carefully follow instructions step by step.,go to kitchen.,0,effect
77,get cake instructions.,carefully follow instructions step by step.,enter kitchen.,0,effect
78,read the recipe.,enter kitchen.,carefully follow instructions step by step.,1,effect
79,get your recipe.,carefully follow instructions step by step.,go to kitchen.,0,effect
80,look up a recipe.,carefully follow instructions step by step.,enter kitchen.,0,effect
81,get out your recipe.,carefully follow instructions step by step.,enter kitchen.,0,effect
84,carefully follow instructions step by step.,enter kitchen.,get out your recipe.,1,cause
85,carefully follow instructions step by step.,go to kitchen.,get your recipe.,1,cause
86,carefully follow instructions step by step.,go to kitchen.,look up a recipe.,1,cause
87,carefully follow instructions step by step.,enter kitchen.,look up a cake recipe.print out or write down the recipe.,1,cause
88,carefully follow instructions step by step.,go to kitchen.,find a recipe.,1,cause
89,carefully follow instructions step by step.,enter kitchen.,find a recipe.,1,cause
90,carefully follow instructions step by step.,go to kitchen.,look up cake recipe.,1,cause
95,carefully follow instructions step by step.,enter kitchen.,read the recipe.,1,cause
96,look up cake recipe.,carefully follow instructions step by step.,get all ingredients.,0,effect
97,find a recipe.,carefully follow instructions step by step.,take cake mixture of any kind.,0,effect
98,find a recipe.,carefully follow instructions step by step.,get the ingredients and materials you need.,0,effect
100,find a cake recipe.,carefully follow instructions step by step.,gather all of your ingredients (varies depending on your recipe).,0,effect
101,find a cake recipe.,carefully follow instructions step by step.,take out cake supplies.,0,effect
102,find a recipe.,carefully follow instructions step by step.,take out box of cake mix from shelf.,0,effect
103,look up cake recipe.,carefully follow instructions step by step.,gather all ingredients.,0,effect
104,get cake instructions.,carefully follow instructions step by step.,get cake mix.get eggs.get water.get oil.,0,effect
105,find a recipe.,carefully follow instructions step by step.,get cake mix.,0,effect
106,read the recipe.,carefully follow instructions step by step.,get all ingredients.,0,effect
107,look up cake recipe.,carefully follow instructions step by step.,getting ingredients ready.,0,effect
108,carefully follow instructions step by step.,gather ingredients.,get cake instructions.,1,cause
109,carefully follow instructions step by step.,take cake mixture of any kind.,find a recipe.,1,cause
110,carefully follow instructions step by step.,get cake mix.,look up cake recipe.,1,cause
111,carefully follow instructions step by step.,get out cake mix.get out eggs.get out vegetable oil.,get out your recipe.,1,cause
112,carefully follow instructions step by step.,gather all ingredients.,get cake instructions.,1,cause
113,carefully follow instructions step by step.,set out ingredients.,find a recipe.,1,cause
114,carefully follow instructions step by step.,gather all of your ingredients (varies depending on your recipe).,get your recipe.,1,cause
115,carefully follow instructions step by step.,assemble ingredients.,look up cake recipe.,1,cause
116,carefully follow instructions step by step.,assemble ingredients.,find a recipe.,1,cause
117,carefully follow instructions step by step.,gather all ingredients.,look up a cake recipe.print out or write down the recipe.,1,cause
118,carefully follow instructions step by step.,get all the ingredients together.,find a recipe.,1,cause
119,carefully follow instructions step by step.,getting ingredients ready.,look up a cake recipe.print out or write down the recipe.,1,cause
120,get cake instructions.,carefully follow instructions step by step.,get cake pans.,0,effect
121,find a recipe.,carefully follow instructions step by step.,"get a cake pan, mixing bowl and a whisk.",0,effect
122,look up a recipe.,carefully follow instructions step by step.,"gather all the items i will need to bake the cake such as a mixing bowl, whisk, and cake pan.",0,effect
123,get cake instructions.,carefully follow instructions step by step.,gather your cooking materials for baking a cake.,0,effect
124,find a recipe.,carefully follow instructions step by step.,get baking pan.get sauce pan.,0,effect
125,find a recipe.,carefully follow instructions step by step.,prepare the microwave oven and required utensils.,0,effect
126,look up a recipe.,carefully follow instructions step by step.,get cake pans.,0,effect
127,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,get cake pans.,0,effect
128,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,get mixing bowl.get cake pan.,0,effect
129,find a cake recipe.,carefully follow instructions step by step.,"get cake pan, utensils, mixer .",0,effect
130,find a cake recipe.,carefully follow instructions step by step.,next get out a big bowl.get a pan.,0,effect
132,carefully follow instructions step by step.,get mixing bowl.get cake pan.,read the recipe.,1,cause
133,carefully follow instructions step by step.,get baking pan.get sauce pan.,look up a cake recipe.print out or write down the recipe.,1,cause
134,carefully follow instructions step by step.,get mixing pan.get mixing tool or spoon or fork.,get out your recipe.,1,cause
135,carefully follow instructions step by step.,get mixing bowl.get cake pan.,look up a recipe.,1,cause
136,carefully follow instructions step by step.,next get out a big bowl.get a pan.,look up a recipe.,1,cause
137,carefully follow instructions step by step.,gather your cooking materials for baking a cake.,find a cake recipe.,1,cause
138,carefully follow instructions step by step.,get bowl.,get cake instructions.,1,cause
139,carefully follow instructions step by step.,"get a cake pan, mixing bowl and a whisk.",read the recipe.,1,cause
140,carefully follow instructions step by step.,get cake pans.,look up a cake recipe.print out or write down the recipe.,1,cause
143,carefully follow instructions step by step.,"gather all the items i will need to bake the cake such as a mixing bowl, whisk, and cake pan.",look up a recipe.,1,cause
144,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,get out measuring cups.,0,effect
145,find a recipe.,carefully follow instructions step by step.,get out measuring cups.,0,effect
146,look up a recipe.,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,0,effect
147,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,0,effect
148,look up a recipe.,carefully follow instructions step by step.,get out measuring cups.,0,effect
151,read the recipe.,carefully follow instructions step by step.,get out measuring cups.,0,effect
153,find a recipe.,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,0,effect
155,find a cake recipe.,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,0,effect
156,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,find a recipe.,1,cause
158,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,look up a recipe.,1,cause
159,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,look up cake recipe.,1,cause
160,carefully follow instructions step by step.,get out measuring cups.,look up cake recipe.,1,cause
161,carefully follow instructions step by step.,get out measuring cups.,find a recipe.,1,cause
162,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,look up a cake recipe.print out or write down the recipe.,1,cause
163,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,read the recipe.,1,cause
165,carefully follow instructions step by step.,get measuring cup.and get measuring spoons.,get your recipe.,1,cause
166,carefully follow instructions step by step.,get out measuring cups.,find a cake recipe.,1,cause
168,find a recipe.,carefully follow instructions step by step.,preheat oven to degree amount needed.,0,effect
169,find a recipe.,carefully follow instructions step by step.,turn on oven.,0,effect
170,read the recipe.,carefully follow instructions step by step.,preheat oven.,0,effect
171,look up a recipe.,carefully follow instructions step by step.,preheat the oven.,0,effect
172,look up a recipe.,carefully follow instructions step by step.,preheat oven to temperature on box.,0,effect
173,read the recipe.,carefully follow instructions step by step.,turn on oven.set oven temperature.,0,effect
174,find a recipe.,carefully follow instructions step by step.,preheat the oven.,0,effect
175,find a recipe.,carefully follow instructions step by step.,turn on oven.set oven temperature.,0,effect
176,read the recipe.,carefully follow instructions step by step.,preheat oven to temperature the recipe requires.,0,effect
177,find a recipe.,carefully follow instructions step by step.,preheat oven.,0,effect
178,look up a recipe.,carefully follow instructions step by step.,preheat oven to degree amount needed.,0,effect
179,look up cake recipe.,carefully follow instructions step by step.,preheat the oven.,0,effect
180,carefully follow instructions step by step.,preheat oven as directed by cake mix.,read the recipe.,1,cause
181,carefully follow instructions step by step.,pre-heat oven based on recipes instructions.,get your recipe.,1,cause
182,carefully follow instructions step by step.,turn on oven.,get out your recipe.,1,cause
183,carefully follow instructions step by step.,turn on the oven and place the cake dough inside.,get out your recipe.,1,cause
184,carefully follow instructions step by step.,preheat oven to temperature the recipe requires.,look up cake recipe.,1,cause
185,carefully follow instructions step by step.,preheat the oven.,get cake instructions.,1,cause
186,carefully follow instructions step by step.,preheat oven.,find a recipe.,1,cause
188,carefully follow instructions step by step.,turn oven on.,get your recipe.,1,cause
189,carefully follow instructions step by step.,pre heat oven.,find a cake recipe.,1,cause
190,carefully follow instructions step by step.,"at home, preheat oven to 375.",get your recipe.,1,cause
191,carefully follow instructions step by step.,preheat the oven to instructed temperature.,get cake instructions.,1,cause
192,look up a recipe.,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,0,effect
193,look up cake recipe.,carefully follow instructions step by step.,measure each ingredient according to the recipe.,0,effect
194,get out your recipe.,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,0,effect
196,find a recipe.,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,0,effect
197,find a cake recipe.,carefully follow instructions step by step.,measure each ingredient according to the recipe.,0,effect
198,get your recipe.,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,0,effect
199,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,measure ingredients in designated measuring cups.,0,effect
200,get cake instructions.,carefully follow instructions step by step.,measure each ingredient according to the recipe.,0,effect
201,look up cake recipe.,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,0,effect
203,find a cake recipe.,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,0,effect
204,carefully follow instructions step by step.,measure ingredients in designated measuring cups.,find a recipe.,1,cause
205,carefully follow instructions step by step.,measure ingredients in designated measuring cups.,look up cake recipe.,1,cause
206,carefully follow instructions step by step.,measure each ingredient according to the recipe.,get out your recipe.,1,cause
207,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,look up a recipe.,1,cause
208,carefully follow instructions step by step.,measure each ingredient according to the recipe.,look up a recipe.,1,cause
209,carefully follow instructions step by step.,measure each ingredient according to the recipe.,get cake instructions.,1,cause
210,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,get out your recipe.,1,cause
211,carefully follow instructions step by step.,measure wet ingredients.measure dry ingredients.,find a recipe.,1,cause
213,carefully follow instructions step by step.,measure ingredients in designated measuring cups.,get cake instructions.,1,cause
215,carefully follow instructions step by step.,measure ingredients in designated measuring cups.,get out your recipe.,1,cause
216,look up a recipe.,carefully follow instructions step by step.,fill bowl with ingredients.,0,effect
217,find a cake recipe.,carefully follow instructions step by step.,"take flour in a bowl.add water, sugar, beaten egg, vanilla essence, butter and salt one by one.",0,effect
218,get out your recipe.,carefully follow instructions step by step.,add ingredients to bowl.,0,effect
219,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,"take flour in a bowl.add water, sugar, beaten egg, vanilla essence, butter and salt one by one.",0,effect
220,look up a recipe.,carefully follow instructions step by step.,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",0,effect
221,look up a recipe.,carefully follow instructions step by step.,add ingredients to bowl.,0,effect
222,find a recipe.,carefully follow instructions step by step.,add ingredients in mixing bowl .,0,effect
223,find a recipe.,carefully follow instructions step by step.,"open the box and pour the mix into the bowl.add the egg, water and oil to the mix.",0,effect
224,read the recipe.,carefully follow instructions step by step.,pour cake mix in a bowl.add eggs and vegetable oil to utensil.,0,effect
225,get cake instructions.,carefully follow instructions step by step.,fill bowl with ingredients.,0,effect
226,find a recipe.,carefully follow instructions step by step.,"once home, pour dry mix into bowl.add eggs, oil, water.",0,effect
227,look up cake recipe.,carefully follow instructions step by step.,add the rest of the ingredients to bowl.,0,effect
228,carefully follow instructions step by step.,add ingredients in mixing bowl .,find a recipe.,1,cause
229,carefully follow instructions step by step.,add ingredients to bowl.,get your recipe.,1,cause
230,carefully follow instructions step by step.,"open the box and pour the mix into the bowl.add the egg, water and oil to the mix.",read the recipe.,1,cause
232,carefully follow instructions step by step.,add cake mix to utensil.,find a recipe.,1,cause
233,carefully follow instructions step by step.,put eggs in dry ingredient and mix them in.mix wet and dry ingredients together in the utensil.,find a cake recipe.,1,cause
234,carefully follow instructions step by step.,add ingredients to bowl.,find a recipe.,1,cause
235,carefully follow instructions step by step.,put eggs in dry ingredient and mix them in.mix wet and dry ingredients together in the utensil.,find a recipe.,1,cause
236,carefully follow instructions step by step.,add the rest of the ingredients to bowl.,look up a recipe.,1,cause
238,carefully follow instructions step by step.,pour wet mixture into dry mixture bowl.,find a recipe.,1,cause
240,find a recipe.,carefully follow instructions step by step.,mix ingredients together in a bowl.,0,effect
241,get cake instructions.,carefully follow instructions step by step.,mix in the extra ingredients.,0,effect
242,find a recipe.,carefully follow instructions step by step.,combine in bowl.,0,effect
244,find a recipe.,carefully follow instructions step by step.,mix cake batter.,0,effect
245,find a recipe.,carefully follow instructions step by step.,mix ingredients according to directions on box.,0,effect
246,look up a recipe.,carefully follow instructions step by step.,stir well.,0,effect
247,look up cake recipe.,carefully follow instructions step by step.,stir well.,0,effect
248,find a recipe.,carefully follow instructions step by step.,stir ingredients.,0,effect
249,find a cake recipe.,carefully follow instructions step by step.,mix cake and other ingredients.,0,effect
250,get cake instructions.,carefully follow instructions step by step.,mix ingredients together.,0,effect
251,read the recipe.,carefully follow instructions step by step.,mix ingredients according to directions on box.,0,effect
252,carefully follow instructions step by step.,mix in the extra ingredients.,find a cake recipe.,1,cause
253,carefully follow instructions step by step.,combine ingredients into a bowl.,read the recipe.,1,cause
254,carefully follow instructions step by step.,mix cake according to instructions.,get out your recipe.,1,cause
255,carefully follow instructions step by step.,combine in bowl.,get out your recipe.,1,cause
256,carefully follow instructions step by step.,whisk it all together in the bowl until it is smooth.,find a cake recipe.,1,cause
257,carefully follow instructions step by step.,mix cake according to instructions.,look up a recipe.,1,cause
258,carefully follow instructions step by step.,mix the cake ingredients.,find a cake recipe.,1,cause
259,carefully follow instructions step by step.,combine ingredients into a bowl.,get out your recipe.,1,cause
260,carefully follow instructions step by step.,follow recipe to make the batter.,get your recipe.,1,cause
261,carefully follow instructions step by step.,mix together.,look up a recipe.,1,cause
262,carefully follow instructions step by step.,mix ingredients together.,get your recipe.,1,cause
263,carefully follow instructions step by step.,mix ingredients together in a bowl.,look up a cake recipe.print out or write down the recipe.,1,cause
264,get out your recipe.,carefully follow instructions step by step.,prepare pan according to box directions.,0,effect
265,look up a recipe.,carefully follow instructions step by step.,grease and flour cake pans.,0,effect
266,find a recipe.,carefully follow instructions step by step.,grease pan.,0,effect
267,find a recipe.,carefully follow instructions step by step.,prepare pan according to box directions.,0,effect
268,get your recipe.,carefully follow instructions step by step.,grease pan.,0,effect
269,read the recipe.,carefully follow instructions step by step.,grease and flour cake pans.,0,effect
270,look up a recipe.,carefully follow instructions step by step.,take out cake pan and lightly grease inside of pan.,0,effect
271,find a recipe.,carefully follow instructions step by step.,grease and flour a cake pan.,0,effect
272,get out your recipe.,carefully follow instructions step by step.,grease and flour cake pans.,0,effect
274,find a recipe.,carefully follow instructions step by step.,grease baking pan.,0,effect
275,look up a recipe.,carefully follow instructions step by step.,spray cake pan with nonstick spray.,0,effect
276,carefully follow instructions step by step.,apply non-stick spray to cake pan.,look up a cake recipe.print out or write down the recipe.,1,cause
277,carefully follow instructions step by step.,prepare the cake pan.,find a cake recipe.,1,cause
278,carefully follow instructions step by step.,grease cake pan.,look up a recipe.,1,cause
279,carefully follow instructions step by step.,take out cake pan and lightly grease inside of pan.,look up cake recipe.,1,cause
280,carefully follow instructions step by step.,spray cake pan with nonstick spray.,read the recipe.,1,cause
281,carefully follow instructions step by step.,grease pan.,find a recipe.,1,cause
282,carefully follow instructions step by step.,grease cake pan.,find a recipe.,1,cause
283,carefully follow instructions step by step.,grease the pan.,find a recipe.,1,cause
284,carefully follow instructions step by step.,grease pan.,look up cake recipe.,1,cause
285,carefully follow instructions step by step.,grease and flour cake pans.,get cake instructions.,1,cause
286,carefully follow instructions step by step.,grease pan.,find a cake recipe.,1,cause
287,carefully follow instructions step by step.,grease baking pan.,read the recipe.,1,cause
288,find a cake recipe.,carefully follow instructions step by step.,pour mixed ingredients into baking pan.,0,effect
289,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,add  the cake.,0,effect
290,get cake instructions.,carefully follow instructions step by step.,pour mixed ingredients into baking pan.,0,effect
291,get your recipe.,carefully follow instructions step by step.,pour into cake pan.,0,effect
292,find a recipe.,carefully follow instructions step by step.,pour into cake pan.,0,effect
293,get your recipe.,carefully follow instructions step by step.,pour into cake pans.,0,effect
294,get out your recipe.,carefully follow instructions step by step.,add  the cake.,0,effect
295,look up a recipe.,carefully follow instructions step by step.,pour mix into cake pan.,0,effect
296,get your recipe.,carefully follow instructions step by step.,add them to a pan.,0,effect
297,read the recipe.,carefully follow instructions step by step.,pour ingredients into a cake pan.,0,effect
298,find a recipe.,carefully follow instructions step by step.,pour cake mix into pan.,0,effect
299,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,place batter in a pan.,0,effect
300,carefully follow instructions step by step.,pour the cake into a baking tin.,find a cake recipe.,1,cause
301,carefully follow instructions step by step.,pour mixture into a greased pan.,look up cake recipe.,1,cause
302,carefully follow instructions step by step.,put it inside cake ring which is greased with butter.,find a recipe.,1,cause
303,carefully follow instructions step by step.,pour batter into pan.,look up a recipe.,1,cause
304,carefully follow instructions step by step.,add them to a pan.,find a recipe.,1,cause
305,carefully follow instructions step by step.,pour batter into cake pan.,get your recipe.,1,cause
306,carefully follow instructions step by step.,add cake batter to pan.,get your recipe.,1,cause
307,carefully follow instructions step by step.,pour batter in pan.,find a recipe.,1,cause
308,carefully follow instructions step by step.,pour in batter.,find a recipe.,1,cause
309,carefully follow instructions step by step.,pour batter into cake pan.,get cake instructions.,1,cause
310,carefully follow instructions step by step.,pour the batter into the prepared pan.,look up a cake recipe.print out or write down the recipe.,1,cause
311,carefully follow instructions step by step.,pour into prepared pan.,find a cake recipe.,1,cause
312,find a cake recipe.,carefully follow instructions step by step.,put pan into oven.,0,effect
313,find a cake recipe.,carefully follow instructions step by step.,place pan into oven when preheated. .,0,effect
314,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,put the cake in the oven.,0,effect
315,look up a recipe.,carefully follow instructions step by step.,put pan into oven.,0,effect
317,find a cake recipe.,carefully follow instructions step by step.,place pan into oven.,0,effect
318,look up a recipe.,carefully follow instructions step by step.,put into oven.,0,effect
319,find a recipe.,carefully follow instructions step by step.,put in oven at the designated temperature.,0,effect
320,find a recipe.,carefully follow instructions step by step.,place in oven.,0,effect
321,get cake instructions.,carefully follow instructions step by step.,place pan into oven.,0,effect
322,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,cover it and put it on a oven plate.put the prepared oven plate inside oven.,0,effect
323,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,put the cake batter in the oven.,0,effect
324,carefully follow instructions step by step.,put cake in.,find a cake recipe.,1,cause
325,carefully follow instructions step by step.,put the pan in the oven and bake the cake according to the recipe.,find a cake recipe.,1,cause
326,carefully follow instructions step by step.,put greased pan into preheated stove.,find a recipe.,1,cause
327,carefully follow instructions step by step.,place pan into oven.,get your recipe.,1,cause
328,carefully follow instructions step by step.,place in oven.,get out your recipe.,1,cause
329,carefully follow instructions step by step.,put pan into oven.,find a recipe.,1,cause
330,carefully follow instructions step by step.,put in oven.,find a recipe.,1,cause
331,carefully follow instructions step by step.,place in the oven for set amount of time.,find a recipe.,1,cause
332,carefully follow instructions step by step.,put the pan in the oven and bake the cake according to the recipe.,find a recipe.,1,cause
333,carefully follow instructions step by step.,cover it and put it on a oven plate.put the prepared oven plate inside oven.,look up cake recipe.,1,cause
334,carefully follow instructions step by step.,put the pan in the oven.,get your recipe.,1,cause
335,carefully follow instructions step by step.,put cake in oven.,find a recipe.,1,cause
336,get out your recipe.,carefully follow instructions step by step.,set timer.,0,effect
337,find a recipe.,carefully follow instructions step by step.,set a timer.,0,effect
338,get your recipe.,carefully follow instructions step by step.,set timer.,0,effect
339,find a recipe.,carefully follow instructions step by step.,set timer .,0,effect
340,find a recipe.,carefully follow instructions step by step.,set timer and cook based on recipes instructions.,0,effect
341,get out your recipe.,carefully follow instructions step by step.,set a timer when the recipe states the cake will be done.,0,effect
342,read the recipe.,carefully follow instructions step by step.,set the oven to required temperature.,0,effect
343,find a recipe.,carefully follow instructions step by step.,set timer and bake for time directed according to pan size.,0,effect
344,look up a recipe.,carefully follow instructions step by step.,set timer and bake for time directed according to pan size.,0,effect
345,look up a recipe.,carefully follow instructions step by step.,set timer.,0,effect
347,look up cake recipe.,carefully follow instructions step by step.,set timer.,0,effect
348,carefully follow instructions step by step.,set timer on oven.,find a recipe.,1,cause
349,carefully follow instructions step by step.,set timer and cook based on recipes instructions.,look up cake recipe.,1,cause
350,carefully follow instructions step by step.,set timer on oven.,get out your recipe.,1,cause
351,carefully follow instructions step by step.,set timer.,look up a recipe.,1,cause
352,carefully follow instructions step by step.,set timer.,find a recipe.,1,cause
354,carefully follow instructions step by step.,set timer.,read the recipe.,1,cause
356,carefully follow instructions step by step.,set timer .,get out your recipe.,1,cause
358,carefully follow instructions step by step.,set timer.,look up a cake recipe.print out or write down the recipe.,1,cause
360,look up a cake recipe.print out or write down the recipe.,carefully follow instructions step by step.,clean up the mess.,0,effect
361,look up a recipe.,carefully follow instructions step by step.,clean up the mess.,0,effect
362,find a recipe.,carefully follow instructions step by step.,clean up the mess.,0,effect
363,get your recipe.,carefully follow instructions step by step.,clean up the mess.,0,effect
364,find a cake recipe.,carefully follow instructions step by step.,clean up the mess.,0,effect
372,carefully follow instructions step by step.,clean up the mess.,get cake instructions.,1,cause
373,carefully follow instructions step by step.,clean up the mess.,get out your recipe.,1,cause
374,carefully follow instructions step by step.,clean up the mess.,get your recipe.,1,cause
375,carefully follow instructions step by step.,clean up the mess.,find a recipe.,1,cause
376,carefully follow instructions step by step.,clean up the mess.,read the recipe.,1,cause
378,carefully follow instructions step by step.,clean up the mess.,look up a recipe.,1,cause
381,carefully follow instructions step by step.,clean up the mess.,look up cake recipe.,1,cause
384,find a recipe.,wait for 45 minutes.,carefully follow instructions step by step.,1,effect
385,get cake instructions.,bake in oven.,carefully follow instructions step by step.,1,effect
386,find a recipe.,bake 35 minutes or until toothpick inserted comes out dry.,carefully follow instructions step by step.,1,effect
387,find a recipe.,wait for the timer to go off.,carefully follow instructions step by step.,1,effect
388,get out your recipe.,bake for 1 hour.,carefully follow instructions step by step.,1,effect
389,find a recipe.,wait for appropriate time.,carefully follow instructions step by step.,1,effect
